7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1958.351	1847.924	1823.346	1824.903	1855.252	1887.824	1931.887	1976.955	2035.905	2034.871	2077.642	2062.027	2096.256	2084.976	2077.161	2038.603	2069.723	2059.405	2060.271	2064.042	2062.711	2056.285	2052.851	2052.851	2056.285	2062.711	2064.042	2060.271	2059.405	2069.723	2038.603	2077.161	2084.976	2096.256	2062.027	2077.642	2034.871	2035.905	1976.955	1931.887	1887.824	1855.252	1824.903	1823.346	1847.924	1958.351	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1854.102	1851.112	1825.551	1864.456	1876.407	1929.427	1956.507	2012.681	2030.575	2062.639	2079.24	2101.976	2081.967	2143.871	2114.761	2108.872	2093.991	2183.115	2171.007	2184.946	2201.013	2199.488	2180.146	2162.869	2162.869	2180.146	2199.488	2201.013	2184.946	2171.007	2183.115	2093.991	2108.872	2114.761	2143.871	2081.967	2101.976	2079.24	2062.639	2030.575	2012.681	1956.507	1929.427	1876.407	1864.456	1825.551	1851.112	1854.102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1863.94	1848.994	1855.916	1851.106	1873.351	1901.375	1943.156	1971.007	2015.571	2071.91	2113.774	2156.602	2180.638	2196.747	2254.295	2247.48	2229.621	2208.825	2287.017	2263.244	2277.864	2307.069	2303.835	2268.221	2247.803	2247.803	2268.221	2303.835	2307.069	2277.864	2263.244	2287.017	2208.825	2229.621	2247.48	2254.295	2196.747	2180.638	2156.602	2113.774	2071.91	2015.571	1971.007	1943.156	1901.375	1873.351	1851.106	1855.916	1848.994	1863.94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1786.418	1718.714	1770.675	1805.312	1862.688	1890.284	1920.266	1965.028	1986.616	2026.724	2082.105	2155.14	2212.365	2264.046	2316.291	2411.796	2444.665	2495.773	2395.675	-1	2211.446	2272.364	2300.475	2391.211	2399.808	2325.261	2312.518	2312.518	2325.261	2399.808	2391.211	2300.475	2272.364	2211.446	-1	2395.675	2495.773	2444.665	2411.796	2316.291	2264.046	2212.365	2155.14	2082.105	2026.724	1986.616	1965.028	1920.266	1890.284	1862.688	1805.312	1770.675	1718.714	1786.418	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	-1	-1	-1	-1	-1	-1	-1	-1	-1	1581.279	1709.63	1654.615	1656.589	1735.877	1772.124	1838.116	1880.834	1924.132	1941.586	1996.616	2047.617	2109.227	2186.323	2292.135	2458.205	-1	-1	-1	-1	-1	2128.175	-1	-1	2333.214	-1	-1	-1	-1	2324.658	2324.658	-1	-1	-1	-1	2333.214	-1	-1	2128.175	-1	-1	-1	-1	-1	2458.205	2292.135	2186.323	2109.227	2047.617	1996.616	1941.586	1924.132	1880.834	1838.116	1772.124	1735.877	1656.589	1654.615	1709.63	1581.279	-1	-1	-1	-1	-1	-1
12	-1	-1	-1	-1	-1	-1	-1	-1	1626.993	1565.282	1674.727	1646.531	1685.865	1721.752	1784.01	1826.753	1897.552	1958.998	1977.361	2050.342	2081.767	2219.355	2331.326	-1	-1	-1	-1	-1	-1	-1	2187.087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2187.087	-1	-1	-1	-1	-1	-1	-1	2331.326	2219.355	2081.767	2050.342	1977.361	1958.998	1897.552	1826.753	1784.01	1721.752	1685.865	1646.531	1674.727	1565.282	1626.993	-1	-1	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1357.737	1598.556	1687.664	1740.942	1798.156	1869.652	1929.054	1983.932	2028.867	2119.644	2212.808	2440.418	-1	-1	-1	-1	-1	-1	-1	-1	2076.18	2069.085	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2069.085	2076.18	-1	-1	-1	-1	-1	-1	-1	-1	2440.418	2212.808	2119.644	2028.867	1983.932	1929.054	1869.652	1798.156	1740.942	1687.664	1598.556	1357.737	-1	-1	-1	-1	-1	-1	-1
14	-1	-1	-1	-1	-1	-1	-1	1284.941	-1	1378.409	1494.034	1693.449	1712.828	1787.096	1843.318	1903.73	1959.633	2004.192	2023.899	2090.633	2215.094	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2215.094	2090.633	2023.899	2004.192	1959.633	1903.73	1843.318	1787.096	1712.828	1693.449	1494.034	1378.409	-1	1284.941	-1	-1	-1	-1
15	-1	-1	-1	-1	-1	-1	-1	1198.19	1454.83	1451.451	1572.669	1641.529	1749.788	1833.609	1865.108	1939.808	2018.291	2064.191	2118.591	2267.015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2272.51	2160.767	-1	-1	-1	-1	-1	2251.127	2204.79	2204.79	2251.127	-1	-1	-1	-1	-1	2160.767	2272.51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2267.015	2118.591	2064.191	2018.291	1939.808	1865.108	1833.609	1749.788	1641.529	1572.669	1451.451	1454.83	1198.19	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	-1	1608.296	1426.582	1367.598	1458.644	1513.532	1629.604	1711.656	1809.781	1881.251	1983.964	2055.333	2105.835	2156.817	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1855.456	2189.614	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2189.614	1855.456	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2156.817	2105.835	2055.333	1983.964	1881.251	1809.781	1711.656	1629.604	1513.532	1458.644	1367.598	1426.582	1608.296	-1	-1	-1
17	-1	-1	-1	-1	-1	-1	-1	1566.201	1396.617	1483.06	1558.257	1708.375	1744.395	1822.685	1909.858	1967.737	2118.833	2225.904	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2225.904	2118.833	1967.737	1909.858	1822.685	1744.395	1708.375	1558.257	1483.06	1396.617	1566.201	-1	-1	-1	-1
18	-1	-1	-1	-1	-1	1098.056	1385.73	1295.617	1365.77	1492.864	1567.888	1746.667	1796.253	1950.173	1959.012	2079.49	2171.416	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2171.416	2079.49	1959.012	1950.173	1796.253	1746.667	1567.888	1492.864	1365.77	1295.617	1385.73	1098.056	-1	-1
19	-1	-1	-1	-1	-1	-1	1604.43	1594.359	1467.113	1505.713	1550.576	1626.151	1761.094	1919.631	1990.356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1504.322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1504.322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1990.356	1919.631	1761.094	1626.151	1550.576	1505.713	1467.113	1594.359	1604.43	-1	-1	-1
20	-1	-1	-1	-1	-1	-1	1719.37	1571.966	1675.407	1630.43	1628.126	1757.049	1855.64	2073.401	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2073.401	1855.64	1757.049	1628.126	1630.43	1675.407	1571.966	1719.37	-1	-1	-1
21	-1	-1	-1	-1	-1	-1	1645.476	1533.23	1614.338	1642.852	1664.807	1893.254	1944.935	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1944.935	1893.254	1664.807	1642.852	1614.338	1533.23	1645.476	-1	-1	-1
22	-1	-1	-1	-1	-1	1601.989	1352.159	1262.343	1359.309	1565.85	1616.794	1830.674	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1866.048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1866.048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1830.674	1616.794	1565.85	1359.309	1262.343	1352.159	1601.989	-1	-1
23	-1	-1	-1	-1	-1	1454.095	1390.086	1379.2	1584.123	1789.207	1911.94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2008.495	-1	1864.618	-1	1793.945	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1793.945	-1	1864.618	-1	2008.495	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1911.94	1789.207	1584.123	1379.2	1390.086	1454.095	-1	-1
24	-1	-1	-1	-1	-1	-1	1692.93	1466.057	1538.173	1590.461	1644.239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2019.835	-1	-1	1760.93	2038.736	2038.171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2038.171	2038.736	1760.93	-1	-1	2019.835	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1644.239	1590.461	1538.173	1466.057	1692.93	-1	-1	-1
25	-1	-1	-1	-1	-1	-1	-1	1667.165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1885.783	1768.535	2005.341	1903.052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1903.052	2005.341	1768.535	1885.783	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1667.165	-1	-1	-1	-1
