DFB	BB TEMP SHVAREV
mm	3 mm central line
	LEAN 300
0	-1
1	-1
2	-1
3	-1
4	-1
5	1980.447
6	2046.723
7	2054.568
8	2171.5075
9	2258.012
10	2318.8895
11	1161.829
12	-1
13	-1
14	-1
15	2227.9585
16	-1
17	-1
18	-1
19	-1
20	-1
21	-1
22	-1
23	-1
24	-1
25	-1
