lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
3	1849.818	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	674.559	845.153	713.859	764.743	1137.951	1375.203	1565.961	1840.741	1820.145	1959.646	1891.928	2069.398	1968.096	2035.456	2015.027	2062.644	2043.042	2174.507	2031.181	2117.392	1979.822	2162.004	2108.132	2103.771	2092.404	2086.188	2085.217	2077.288	2077.288	2085.217	2086.188	2092.404	2103.771	2108.132	2162.004	1979.822	2117.392	2031.181	2174.507	2043.042	2062.644	2015.027	2035.456	1968.096	2069.398	1891.928	1959.646	1820.145	1840.741	1565.961	1375.203	1137.951	764.743	713.859	845.153	674.559	-1	-1	-1	-1	-1	-1	-1	-1
4	1901.904	-1	-1	-1	-1	-1	-1	-1	-1	-1	1425.609	1064.142	1275.631	1372.301	1455.974	1538.665	1732.452	1796.441	1867.468	1897.801	1940.882	1992.147	2048.022	2002.582	2054.072	2008.763	2069.666	2074.122	2159.594	2079.452	2143.372	2100.549	2132.589	2141.377	2149.615	2157.693	2158.798	2152.845	2146.758	2146.758	2152.845	2158.798	2157.693	2149.615	2141.377	2132.589	2100.549	2143.372	2079.452	2159.594	2074.122	2069.666	2008.763	2054.072	2002.582	2048.022	1992.147	1940.882	1897.801	1867.468	1796.441	1732.452	1538.665	1455.974	1372.301	1275.631	1064.142	1425.609	-1	-1	-1	-1	-1	-1	-1
5	1925.912	-1	-1	-1	-1	-1	-1	-1	-1	-1	1612.471	1431.074	1601.325	1520.147	1625.445	1656.541	1791.074	1819.846	1897.675	1933.884	1991.639	2030.129	2065.353	2090.677	2124.377	2124.631	2142.925	2111.784	2139.422	2098.885	2116.516	2100.154	2174.167	2162.837	2168.635	2171.608	2170.223	2164.484	2155.994	2155.994	2164.484	2170.223	2171.608	2168.635	2162.837	2174.167	2100.154	2116.516	2098.885	2139.422	2111.784	2142.925	2124.631	2124.377	2090.677	2065.353	2030.129	1991.639	1933.884	1897.675	1819.846	1791.074	1656.541	1625.445	1520.147	1601.325	1431.074	1612.471	-1	-1	-1	-1	-1	-1	-1
6	1765.771	-1	-1	-1	-1	-1	-1	-1	-1	-1	1728.74	1614.092	1573.925	1632.44	1755.163	1798.113	1851.947	1913.914	1964.352	1999.278	2047.619	2065.253	2107.465	2114.477	2141.035	2147.919	2168.658	2130.349	2168.335	2162.161	2142.911	2141.725	2171.008	2164.542	2163.567	2159.795	2159.013	2161.217	2160.622	2160.622	2161.217	2159.013	2159.795	2163.567	2164.542	2171.008	2141.725	2142.911	2162.161	2168.335	2130.349	2168.658	2147.919	2141.035	2114.477	2107.465	2065.253	2047.619	1999.278	1964.352	1913.914	1851.947	1798.113	1755.163	1632.44	1573.925	1614.092	1728.74	-1	-1	-1	-1	-1	-1	-1
7	1720.127	-1	-1	-1	-1	-1	-1	-1	1771.538	1813.971	1764.953	1689.543	1751.827	1774.81	1813.41	1872.672	1912.376	1956.186	1988.532	2025.362	2049.634	2087.909	2122.576	2140.233	2167.522	2198.922	2189.151	2192.713	2198.405	2215.576	2177.963	2210.416	2175.587	2182.088	2178.233	2173.063	2173.883	2180.699	2186.213	2186.213	2180.699	2173.883	2173.063	2178.233	2182.088	2175.587	2210.416	2177.963	2215.576	2198.405	2192.713	2189.151	2198.922	2167.522	2140.233	2122.576	2087.909	2049.634	2025.362	1988.532	1956.186	1912.376	1872.672	1813.41	1774.81	1751.827	1689.543	1764.953	1813.971	1771.538	-1	-1	-1	-1	-1
8	1536.87	-1	-1	-1	-1	1698.342	1570.276	1610.788	1526.788	1602.838	1772.168	1899.265	1847.949	1891.172	1912.543	1973.646	1981.602	2033.465	2019.165	2096.054	2121.748	2216.119	2250.918	2325.688	2292.044	2433.36	2281.02	2282.532	2242.904	2262.423	2073.229	2275.42	2140.319	2175.234	2177.382	2183.809	2187.988	2190.074	2196.681	2196.681	2190.074	2187.988	2183.809	2177.382	2175.234	2140.319	2275.42	2073.229	2262.423	2242.904	2282.532	2281.02	2433.36	2292.044	2325.688	2250.918	2216.119	2121.748	2096.054	2019.165	2033.465	1981.602	1973.646	1912.543	1891.172	1847.949	1899.265	1772.168	1602.838	1526.788	1610.788	1570.276	1698.342	-1	-1
9	1739.404	-1	-1	-1	1583.556	1639.026	1612.839	1510.137	1718.115	1834.305	1891.153	1928.61	1894.857	1930.571	1939.758	2000.568	2037.979	2153.172	2145.869	2284.884	2265.449	-1	-1	-1	-1	-1	-1	-1	2339.292	2338.193	2120.052	2282.059	2142.619	2186.372	2214.896	2254.044	2258.865	2229.682	2211.962	2211.962	2229.682	2258.865	2254.044	2214.896	2186.372	2142.619	2282.059	2120.052	2338.193	2339.292	-1	-1	-1	-1	-1	-1	-1	2265.449	2284.884	2145.869	2153.172	2037.979	2000.568	1939.758	1930.571	1894.857	1928.61	1891.153	1834.305	1718.115	1510.137	1612.839	1639.026	1583.556	-1
10	1669.228	-1	-1	-1	-1	1607.865	1641.043	1668.175	1708.221	1773.776	1836.092	1893.461	1932.402	2057.643	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2180.514	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2180.514	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2057.643	1932.402	1893.461	1836.092	1773.776	1708.221	1668.175	1641.043	1607.865	-1	-1
11	1703.343	-1	-1	-1	1804.481	1843.733	1881.514	1884.209	1862.737	1837.433	1809.258	1898.772	1980.992	2079.053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2079.053	1980.992	1898.772	1809.258	1837.433	1862.737	1884.209	1881.514	1843.733	1804.481	-1
12	1603.848	-1	-1	-1	1767.669	1706.124	1733.348	1788.745	1774.669	1814.031	1938.732	2002.64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2002.64	1938.732	1814.031	1774.669	1788.745	1733.348	1706.124	1767.669	-1
