DFB	BB TEMP HENNING
mm	3 mm central line
	LEAN 700
-5	-1
-4	-1
-3	-1
-2	-1
-1	-1
0	1670.236
1	1527.649
2	1780.554
3	2166.871
4	1974.6545
5	1989.788
6	2123.434
7	2248.498
8	-1
9	-1
10	-1
11	-1
12	-1
13	-1
14	-1
15	-1
16	-1
17	-1
18	-1
19	-1
20	-1
21	-1
22	-1
23	-1
24	-1
25	-1
26	2058.6455
27	-1
28	-1
29	-1
30	-1
31	1790.4225
32	1819.42
33	1329.417
34	1441.2635
35	-1
36	876.2735
37	1641.843
38	-1
39	-1
40	-1
41	-1
42	-1
43	-1
44	-1
45	-1
