lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1248.229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	745.757	-1	859.768	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	859.768	-1	745.757	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1248.229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-4	-1	-1	-1	-1	-1	-1	-1	-1	-1	1471.743	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1075.71	1303.952	-1	1337.88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1337.88	-1	1303.952	1075.71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1471.743	-1	-1	-1	-1	-1	-1
-3	-1	-1	1630.14	1562.714	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1352.843	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1352.843	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1562.714
-2	1801.691	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1347.488	1397.303	1220.056	1219.485	1268.799	1280.122	1493.827	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1493.827	1280.122	1268.799	1219.485	1220.056	1397.303	1347.488	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1444.052	1442.296	1371.459	1115.737	1205.312	1330.42	1264.316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1264.316	1330.42	1205.312	1115.737	1371.459	1442.296	1444.052	-1	-1	-1	-1	-1	-1	-1	-1
0	1864.978	-1	-1	-1	-1	-1	-1	-1	-1	-1	1370.093	1041.888	1014.569	974.287	977.163	1038.118	898.476	938.089	937.056	1027.781	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1027.781	937.056	938.089	898.476	1038.118	977.163	974.287	1014.569	1041.888	1370.093	-1	-1	-1	-1	-1	-1	-1
1	-1	1495.649	1504.632	-1	-1	-1	-1	-1	-1	-1	860.125	-1	954.647	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1603.295	-1	-1	1678.346	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1678.346	-1	-1	1603.295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	954.647	-1	860.125	-1	-1	-1	-1	-1	-1	-1
