7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1730.963	1707.998	1709.974	1737.896	1768.142	1808.665	1849.965	1903.338	1902.488	1940.987	1926.886	1957.784	1947.777	1940.677	1906.13	1933.968	1924.55	1925.298	1928.751	1927.539	1921.658	1918.563	1918.563	1921.658	1927.539	1928.751	1925.298	1924.55	1933.968	1906.13	1940.677	1947.777	1957.784	1926.886	1940.987	1902.488	1903.338	1849.965	1808.665	1768.142	1737.896	1709.974	1707.998	1730.963	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1735.793	1734.092	1710.759	1746.512	1757.678	1806.579	1831.524	1882.594	1898.64	1927.244	1942.236	1962.408	1944.537	2000.549	1974.228	1968.697	1955.935	2036.741	2025.967	2038.445	2052.538	2051.184	2034.178	2018.718	2018.718	2034.178	2051.184	2052.538	2038.445	2025.967	2036.741	1955.935	1968.697	1974.228	2000.549	1944.537	1962.408	1942.236	1927.244	1898.64	1882.594	1831.524	1806.579	1757.678	1746.512	1710.759	1734.092	1735.793	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1744.715	1732.601	1738.784	1734.031	1754.46	1780.611	1819.06	1844.235	1884.887	1935.774	1973.599	2011.988	2033.494	2047.855	2099.151	2092.503	2076.924	2058.557	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2058.557	2076.924	2092.503	2099.151	2047.855	2033.494	2011.988	1973.599	1935.774	1884.887	1844.235	1819.06	1780.611	1754.46	1734.031	1738.784	1732.601	1744.715	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1612.06	1660.239	1692.463	1745.135	1770.625	1798.075	1839.101	1858.669	1894.888	1944.962	2010.745	2061.403	2107.336	2153.167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2153.167	2107.336	2061.403	2010.745	1944.962	1894.888	1858.669	1839.101	1798.075	1770.625	1745.135	1692.463	1660.239	1612.06	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1553.125	1554.701	1628.51	1661.767	1722.728	1761.966	1801.528	1817.327	1867.486	1913.814	1969.019	2037.997	2131.364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2131.364	2037.997	1969.019	1913.814	1867.486	1817.327	1801.528	1761.966	1722.728	1661.767	1628.51	1554.701	1553.125	-1	-1	-1	-1	-1	-1	-1	-1
12	-1	-1	-1	-1	-1	-1	-1	-1	-1	1470.05	1573.752	1546.095	1582.169	1614.929	1672.826	1711.817	1777.028	1833.38	1849.935	1916.437	1944.688	2067.895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2067.895	1944.688	1916.437	1849.935	1833.38	1777.028	1711.817	1672.826	1614.929	1582.169	1546.095	1573.752	1470.05	-1	-1	-1	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	1037.222	1276.265	1501.899	1584.123	1632.871	1685.912	1751.556	1805.805	1855.684	1896.51	1978.286	2062.044	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2062.044	1978.286	1896.51	1855.684	1805.805	1751.556	1685.912	1632.871	1584.123	1501.899	1276.265	1037.222	-1	-1	-1	-1	-1	-1
14	-1	-1	-1	-1	-1	-1	-1	-1	-1	1294.964	1403.368	1590.001	1607.122	1675.715	1727.166	1782.431	1833.059	1873.04	1890.562	1950.537	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1950.537	1890.562	1873.04	1833.059	1782.431	1727.166	1675.715	1607.122	1590.001	1403.368	1294.964	-1	-1	-1	-1	-1	-1
15	-1	-1	-1	-1	-1	-1	-1	1110.544	1359.646	1361.754	1476.816	1540.825	1641.806	1718.783	1747.342	1815.074	1886.156	1926.285	1974.979	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1974.979	1926.285	1886.156	1815.074	1747.342	1718.783	1641.806	1540.825	1476.816	1361.754	1359.646	1110.544	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	-1	-1	1340.317	1286.242	1370.472	1420.74	1529.37	1605.745	1696.593	1762.201	1855.347	1918.862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1723.079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1723.079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1918.862	1855.347	1762.201	1696.593	1605.745	1529.37	1420.74	1370.472	1286.242	1340.317	-1	-1	-1	-1
17	-1	-1	-1	-1	-1	-1	-1	1474.76	1308.445	1392.115	1463.041	1602.963	1636.239	1707.457	1787.215	1839.536	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1839.536	1787.215	1707.457	1636.239	1602.963	1463.041	1392.115	1308.445	1474.76	-1	-1	-1	-1
18	-1	-1	-1	-1	-1	-1	1298.249	1213.4	1282.506	1401.436	1472.348	1638.941	1684.436	1823.642	1831.465	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1831.465	1823.642	1684.436	1638.941	1472.348	1401.436	1282.506	1213.4	1298.249	-1	-1	-1
19	-1	-1	-1	-1	-1	-1	-1	1499.954	1379.788	1414.789	1456.236	1525.848	1651.142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1369.895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1369.895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1651.142	1525.848	1456.236	1414.789	1379.788	1499.954	-1	-1	-1	-1
20	-1	-1	-1	-1	-1	-1	-1	1480.936	1576.483	1530.501	1527.493	1647.57	1736.697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1736.697	1647.57	1527.493	1530.501	1576.483	1480.936	-1	-1	-1	-1
21	-1	-1	-1	-1	-1	-1	-1	1439.292	1515.87	1543.748	1562.185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1562.185	1543.748	1515.87	1439.292	-1	-1	-1	-1
22	-1	-1	-1	-1	-1	-1	1267.455	1176.907	1274.769	1470.78	1514.762	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1514.762	1470.78	1274.769	1176.907	1267.455	-1	-1	-1
23	-1	-1	-1	-1	-1	-1	1296.834	1289.432	1487.762	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1629.366	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1629.366	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1487.762	1289.432	1296.834	-1	-1	-1
24	-1	-1	-1	-1	-1	-1	-1	1373.803	1443.703	1493.793	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1622.522	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1622.522	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1493.793	1443.703	1373.803	-1	-1	-1	-1
25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1639.027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1639.027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
