DFB	FEO *
mm	3 mm central line
	LEAN 200
-3	0.03333
-2	-0.0083825
-1	0
0	0.029565
1	0.1255775
2	0.521665
3	0.561705
4	2.0297475
5	2.31825
6	4.464725
7	5.727755
8	6.8603075
9	7.4402925
10	7.9918325
11	7.78682
12	7.66309
13	7.4516475
14	7.47395
15	7.0997975
16	5.2054725
17	5.8488625
18	5.2453525
19	5.02708
20	5.0449925
21	3.959275
22	3.963445
