DFB	FEO *
mm	3 mm central line
	LEAN 300
0	0
1	-0.02478
2	1.2736375
3	1.93689
4	3.9806
5	7.7690375
6	12.6200775
7	17.3202575
8	20.03177
9	19.4607975
10	18.8998675
11	19.468155
12	18.419005
13	17.934975
14	16.03032
15	15.3624375
16	14.29059
17	11.980665
18	11.4072
19	11.2979825
20	10.6958625
21	9.36996
22	9.3657
23	8.9791325
24	8.479935
25	8.2737975
