3	-0.18337	0.11675	0.10883	0.09507	0.07958	0.06844	0.06577	0.11886	0.15397	0.10159	0.14689	-0.09568	-0.13292	-0.16145	-0.17568	-0.3055	-0.48132	-0.2275	-0.26849	-0.14597	-0.02725	0.2395	0.07311	0.06871	0.11677	0.42002	0.74184	0.41439	1.32616	1.48963	1.82786	1.86224	2.54825	2.39206	2.43633	2.47421	2.45468	2.37776	2.29445	2.29445	2.37776	2.45468	2.47421	2.43633	2.39206	2.54825	1.86224	1.82786	1.48963	1.32616	0.41439	0.74184	0.42002	0.11677	0.06871	0.07311	0.2395	-0.02725	-0.14597	-0.26849	-0.2275	-0.48132	-0.3055	-0.17568	-0.16145	-0.13292	-0.09568	0.14689	0.10159	0.15397	0.11886	0.06577	0.06844	0.07958	0.09507	0.10883	0.11675
4	-0.48833	0	0	0	0	0	0	0.06946	0.03661	0.05355	0.18652	0.04754	0.24808	-0.07927	-0.0958	-0.28978	-0.26882	-0.19016	-0.03544	-0.0911	0.13223	0.22712	0.51005	0.59952	1.39681	1.70576	2.20429	2.98614	3.96286	4.82716	4.86436	5.62815	6.40006	6.32786	6.5046	6.71518	6.70616	6.47752	6.28274	6.28274	6.47752	6.70616	6.71518	6.5046	6.32786	6.40006	5.62815	4.86436	4.82716	3.96286	2.98614	2.20429	1.70576	1.39681	0.59952	0.51005	0.22712	0.13223	-0.0911	-0.03544	-0.19016	-0.26882	-0.28978	-0.0958	-0.07927	0.24808	0.04754	0.18652	0.05355	0.03661	0.06946	0	0	0	0	0	0
5	0.07988	0.02109	0.04013	0.0548	0.07644	0.10058	0.12683	0.16988	0.27123	0.1896	0.16809	0.04877	-0.1423	-0.2549	-0.2734	-0.38266	-0.46242	-0.47573	0.10543	0.28593	0.82933	1.37996	2.23124	3.34345	3.84593	5.17021	6.13499	7.43792	8.2063	9.06168	10.3788	11.43526	12.24434	12.81323	13.18885	13.40823	13.47934	13.40219	13.1688	13.1688	13.40219	13.47934	13.40823	13.18885	12.81323	12.24434	11.43526	10.3788	9.06168	8.2063	7.43792	6.13499	5.17021	3.84593	3.34345	2.23124	1.37996	0.82933	0.28593	0.10543	-0.47573	-0.46242	-0.38266	-0.2734	-0.2549	-0.1423	0.04877	0.16809	0.1896	0.27123	0.16988	0.12683	0.10058	0.07644	0.0548	0.04013	0.02109
6	0.09952	-0.05701	-0.04835	-0.00557	0	0	0.12586	0.21853	0.12492	0.17845	0.23857	0.13623	-0.06423	0.01108	-0.32936	-0.4744	-0.28325	0.1124	0.72222	1.76465	2.4974	4.18951	5.66855	7.30595	9.26005	10.91297	12.13521	13.93214	14.61851	15.8096	16.64523	18.05856	18.8467	19.465	20.0145	20.5517	20.629	20.2463	19.8514	19.8514	20.2463	20.629	20.5517	20.0145	19.465	18.8467	18.05856	16.64523	15.8096	14.61851	13.93214	12.13521	10.91297	9.26005	7.30595	5.66855	4.18951	2.4974	1.76465	0.72222	0.1124	-0.28325	-0.4744	-0.32936	0.01108	-0.06423	0.13623	0.23857	0.17845	0.12492	0.21853	0.12586	0	0	-0.00557	-0.04835	-0.05701
7	-0.37138	0	0	0	0	0	0.19111	0.23351	0.44539	0.28533	0.19471	0.19383	0.13675	0.11223	0.03221	0.02606	0.37437	1.05711	2.06767	3.77861	5.81091	7.7306	10.07629	12.27015	14.47674	16.6984	18.5677	19.9048	21.6989	22.3162	23.9503	24.685	25.7706	25.7412	25.9388	26.1144	26.1108	25.9279	25.7229	25.7229	25.9279	26.1108	26.1144	25.9388	25.7412	25.7706	24.685	23.9503	22.3162	21.6989	19.9048	18.5677	16.6984	14.47674	12.27015	10.07629	7.7306	5.81091	3.77861	2.06767	1.05711	0.37437	0.02606	0.03221	0.11223	0.13675	0.19383	0.19471	0.28533	0.44539	0.23351	0.19111	0	0	0	0	0
8	0.0876	-0.08729	-0.08003	-0.02242	0.13339	0.23621	0.31895	0.33674	0.1595	0.04608	0.10784	-0.10673	-0.04875	-0.2467	-0.11362	0.21828	1.03355	2.63286	4.71254	6.96647	9.73946	12.64312	15.48764	18.02584	20.708	22.089	23.6588	24.901	25.3563	25.8006	26.668	27.3418	27.4473	27.4973	27.5703	27.6567	27.6629	27.5891	27.5285	27.5285	27.5891	27.6629	27.6567	27.5703	27.4973	27.4473	27.3418	26.668	25.8006	25.3563	24.901	23.6588	22.089	20.708	18.02584	15.48764	12.64312	9.73946	6.96647	4.71254	2.63286	1.03355	0.21828	-0.11362	-0.2467	-0.04875	-0.10673	0.10784	0.04608	0.1595	0.33674	0.31895	0.23621	0.13339	-0.02242	-0.08003	-0.08729
9	-0.62272	-0.21756	-0.15542	-0.02571	0.08824	0.19594	0.28759	0.34129	0.30175	0.30074	0.18762	0.08656	0.23562	0.06152	0.50843	1.13555	2.182	4.03015	7.03182	9.66447	12.95431	15.95095	18.92103	21.3999	23.0653	24.1076	25.1875	25.2173	24.9615	25.6975	26.1554	26.5807	26.4303	26.6577	26.8131	27.0339	27.0623	26.8984	26.7999	26.7999	26.8984	27.0623	27.0339	26.8131	26.6577	26.4303	26.5807	26.1554	25.6975	24.9615	25.2173	25.1875	24.1076	23.0653	21.3999	18.92103	15.95095	12.95431	9.66447	7.03182	4.03015	2.182	1.13555	0.50843	0.06152	0.23562	0.08656	0.18762	0.30074	0.30175	0.34129	0.28759	0.19594	0.08824	-0.02571	-0.15542	-0.21756
10	-0.46759	0.07221	0.09853	0.10936	0.08914	0.06905	0.06013	0.09024	0.29995	0.07759	0.13335	0.09975	0.30658	0.36836	0.99452	1.93796	3.46834	6.11652	8.36012	11.68469	14.511	16.57618	19.23415	20.3548	21.0621	21.5904	21.6646	22.3174	22.8398	23.8145	23.9375	24.5913	25.209	25.394	25.6103	25.8091	25.8322	25.6797	25.5097	25.5097	25.6797	25.8322	25.8091	25.6103	25.394	25.209	24.5913	23.9375	23.8145	22.8398	22.3174	21.6646	21.5904	21.0621	20.3548	19.23415	16.57618	14.511	11.68469	8.36012	6.11652	3.46834	1.93796	0.99452	0.36836	0.30658	0.09975	0.13335	0.07759	0.29995	0.09024	0.06013	0.06905	0.08914	0.10936	0.09853	0.07221
11	0.11828	-0.12728	-0.06814	-0.01437	0.06466	0.14644	0.22417	0.25131	0.36893	0.07832	0.10831	0.19992	0.45049	0.89953	1.58217	2.93932	4.81523	7.01246	9.54933	11.7296	13.51169	15.37095	16.75427	17.65781	17.90054	18.21891	18.85074	19.15378	19.9825	21.06093	21.92167	22.06922	22.76721	23.4137	23.8475	24.2187	24.2996	24.08991	23.81768	23.81768	24.08991	24.2996	24.2187	23.8475	23.4137	22.76721	22.06922	21.92167	21.06093	19.9825	19.15378	18.85074	18.21891	17.90054	17.65781	16.75427	15.37095	13.51169	11.7296	9.54933	7.01246	4.81523	2.93932	1.58217	0.89953	0.45049	0.19992	0.10831	0.07832	0.36893	0.25131	0.22417	0.14644	0.06466	-0.01437	-0.06814	-0.12728
12	0.56424	-0.10025	-0.04742	-0.04188	0.01902	0.09296	0.17553	0.13525	0.23663	0.29898	0.38466	0.4849	0.6432	1.43372	2.23028	3.22721	4.86078	6.74105	8.84636	10.03241	11.98828	13.67428	14.40101	15.14308	16.03029	16.86826	16.93262	17.89677	18.88456	19.54927	20.31512	20.52119	21.7855	21.96067	22.19403	22.31137	22.33328	22.25976	22.07012	22.07012	22.25976	22.33328	22.31137	22.19403	21.96067	21.7855	20.52119	20.31512	19.54927	18.88456	17.89677	16.93262	16.86826	16.03029	15.14308	14.40101	13.67428	11.98828	10.03241	8.84636	6.74105	4.86078	3.22721	2.23028	1.43372	0.6432	0.4849	0.38466	0.29898	0.23663	0.13525	0.17553	0.09296	0.01902	-0.04188	-0.04742	-0.10025
13	-0.36167	0.09183	0.08866	0.1266	0.13912	0.1543	0.17573	0.0515	0.25632	0.30461	0.41253	0.53979	0.89987	1.62596	2.61645	3.90332	5.38184	6.64923	8.13521	9.30521	10.37177	11.13788	11.71497	12.6705	13.71374	14.28642	15.5032	16.54262	17.33072	18.40987	19.65811	19.56257	20.41495	20.55153	20.78263	21.00486	21.02197	20.83386	20.63698	20.63698	20.83386	21.02197	21.00486	20.78263	20.55153	20.41495	19.56257	19.65811	18.40987	17.33072	16.54262	15.5032	14.28642	13.71374	12.6705	11.71497	11.13788	10.37177	9.30521	8.13521	6.64923	5.38184	3.90332	2.61645	1.62596	0.89987	0.53979	0.41253	0.30461	0.25632	0.0515	0.17573	0.1543	0.13912	0.1266	0.08866	0.09183
14	-0.0865	-0.04479	-0.01616	0.03068	0.08733	0.15406	0.22989	0.1301	0.37876	0.38898	0.66202	0.82853	1.43028	1.89986	2.76275	3.69294	4.699	6.18272	7.28259	8.10597	9.01302	9.68437	10.45022	11.0177	11.9245	12.38194	13.58455	14.87216	15.58821	16.61824	18.20886	18.77607	18.96449	19.26295	19.33834	19.25751	19.29479	19.45026	19.44948	19.44948	19.45026	19.29479	19.25751	19.33834	19.26295	18.96449	18.77607	18.20886	16.61824	15.58821	14.87216	13.58455	12.38194	11.9245	11.0177	10.45022	9.68437	9.01302	8.10597	7.28259	6.18272	4.699	3.69294	2.76275	1.89986	1.43028	0.82853	0.66202	0.38898	0.37876	0.1301	0.22989	0.15406	0.08733	0.03068	-0.01616	-0.04479
15	-0.40073	-0.1188	0.06167	0.18538	0.30103	0.40221	0.48816	0.47787	0.50772	0.43655	0.43093	0.69904	1.33704	1.77182	2.66828	3.51835	4.23976	5.49633	6.13979	7.12052	8.13678	8.62817	9.43701	9.93645	11.21876	11.53689	13.05037	13.44179	14.59379	15.40396	16.49348	17.30656	18.30186	18.39427	18.56826	18.62787	18.63943	18.60291	18.45203	18.45203	18.60291	18.63943	18.62787	18.56826	18.39427	18.30186	17.30656	16.49348	15.40396	14.59379	13.44179	13.05037	11.53689	11.21876	9.93645	9.43701	8.62817	8.13678	7.12052	6.13979	5.49633	4.23976	3.51835	2.66828	1.77182	1.33704	0.69904	0.43093	0.43655	0.50772	0.47787	0.48816	0.40221	0.30103	0.18538	0.06167	-0.1188
16	0.43978	-0.01666	0.00652	-0.0026	0.03246	0.08766	0.16419	0.10021	0.3492	0.45316	0.73049	0.98702	1.53038	2.11094	2.77115	3.47574	4.22093	4.92971	5.82367	6.18948	7.08435	7.82791	8.53419	9.36938	10.47199	11.26363	12.07143	12.61827	13.25069	13.79831	14.63421	15.08504	16.5818	17.03212	17.459	17.73718	17.79348	17.62787	17.31358	17.31358	17.62787	17.79348	17.73718	17.459	17.03212	16.5818	15.08504	14.63421	13.79831	13.25069	12.61827	12.07143	11.26363	10.47199	9.36938	8.53419	7.82791	7.08435	6.18948	5.82367	4.92971	4.22093	3.47574	2.77115	2.11094	1.53038	0.98702	0.73049	0.45316	0.3492	0.10021	0.16419	0.08766	0.03246	-0.0026	0.00652	-0.01666
17	0.0406	-0.17059	-0.15792	-0.13284	-0.06799	0.02621	0.15017	0.40893	0.41415	0.64729	0.76137	1.04314	1.5165	1.99315	2.57057	3.0058	3.46635	4.08751	5.32371	5.94979	6.77067	7.37729	8.08337	8.9971	9.74226	10.49727	11.14227	11.74052	12.24088	13.28894	14.1924	14.42481	15.36381	15.5195	15.77388	15.99935	16.01881	15.83226	15.6168	15.6168	15.83226	16.01881	15.99935	15.77388	15.5195	15.36381	14.42481	14.1924	13.28894	12.24088	11.74052	11.14227	10.49727	9.74226	8.9971	8.08337	7.37729	6.77067	5.94979	5.32371	4.08751	3.46635	3.0058	2.57057	1.99315	1.5165	1.04314	0.76137	0.64729	0.41415	0.40893	0.15017	0.02621	-0.06799	-0.13284	-0.15792	-0.17059
18	-0.41661	0.14431	0.14207	0.19033	0.20971	0.23625	0.27567	0.36156	0.34277	0.49505	0.70481	0.87485	1.35574	1.6314	2.27601	3.18333	3.5022	3.90645	5.15925	5.75542	6.48723	7.23251	7.86322	8.62882	9.39022	10.08889	10.91302	11.51932	11.93109	12.32613	13.83808	14.35337	15.17268	15.52181	15.83508	16.07123	16.11487	15.966	15.74	15.74	15.966	16.11487	16.07123	15.83508	15.52181	15.17268	14.35337	13.83808	12.32613	11.93109	11.51932	10.91302	10.08889	9.39022	8.62882	7.86322	7.23251	6.48723	5.75542	5.15925	3.90645	3.5022	3.18333	2.27601	1.6314	1.35574	0.87485	0.70481	0.49505	0.34277	0.36156	0.27567	0.23625	0.20971	0.19033	0.14207	0.14431
19	0.01832	-0.3284	-0.20164	-0.06141	0.12493	0.31815	0.50288	0.59201	0.5177	0.77379	0.89468	0.86188	1.29252	1.83229	2.26665	2.49217	3.10699	3.98522	4.60786	5.37045	5.75188	6.50193	7.56982	8.07781	9.43569	9.91557	11.00779	11.72037	12.55396	13.22868	13.89997	14.54157	14.26175	14.62883	14.81403	15.01643	15.06231	14.95168	14.85826	14.85826	14.95168	15.06231	15.01643	14.81403	14.62883	14.26175	14.54157	13.89997	13.22868	12.55396	11.72037	11.00779	9.91557	9.43569	8.07781	7.56982	6.50193	5.75188	5.37045	4.60786	3.98522	3.10699	2.49217	2.26665	1.83229	1.29252	0.86188	0.89468	0.77379	0.5177	0.59201	0.50288	0.31815	0.12493	-0.06141	-0.20164	-0.3284
20	0.11541	0.06354	0.05431	0.0505	0.07087	0.12145	0.21	0.2593	0.69636	0.85107	1.04366	1.28969	1.3296	1.61749	1.86958	2.40136	2.91734	3.68468	4.49616	5.25423	6.10088	6.89676	7.8022	8.70325	9.09051	10.24713	10.67035	11.26857	11.67548	12.23655	12.79278	13.05229	14.08312	14.43042	14.8702	15.3422	15.38561	15.00044	14.64749	14.64749	15.00044	15.38561	15.3422	14.8702	14.43042	14.08312	13.05229	12.79278	12.23655	11.67548	11.26857	10.67035	10.24713	9.09051	8.70325	7.8022	6.89676	6.10088	5.25423	4.49616	3.68468	2.91734	2.40136	1.86958	1.61749	1.3296	1.28969	1.04366	0.85107	0.69636	0.2593	0.21	0.12145	0.07087	0.0505	0.05431	0.06354
21	0.23633	-0.03084	-0.00266	0.04981	0.13468	0.23521	0.34589	0.31442	0.57919	0.64091	0.68015	1.10133	1.22785	1.27903	1.65534	2.41305	2.93721	3.45491	4.18345	5.10544	6.16484	6.82046	7.49661	8.80102	9.30557	10.16247	10.99805	12.27215	12.36042	12.70863	13.71209	14.48453	14.89542	14.90086	15.01241	15.11608	15.11675	15.01445	14.90425	14.90425	15.01445	15.11675	15.11608	15.01241	14.90086	14.89542	14.48453	13.71209	12.70863	12.36042	12.27215	10.99805	10.16247	9.30557	8.80102	7.49661	6.82046	6.16484	5.10544	4.18345	3.45491	2.93721	2.41305	1.65534	1.27903	1.22785	1.10133	0.68015	0.64091	0.57919	0.31442	0.34589	0.23521	0.13468	0.04981	-0.00266	-0.03084
22	-0.04788	0.06243	0.09505	0.14127	0.18842	0.24151	0.30107	0.28263	0.26959	0.59772	0.78814	0.97609	1.37039	1.76985	2.01742	2.54591	2.90692	3.80015	4.28181	4.87488	5.75982	6.72737	7.69091	8.42409	9.57696	10.04592	10.82528	11.43132	12.32877	13.08536	13.52053	14.2504	14.59942	14.97677	15.30836	15.67145	15.71862	15.44986	15.21263	15.21263	15.44986	15.71862	15.67145	15.30836	14.97677	14.59942	14.2504	13.52053	13.08536	12.32877	11.43132	10.82528	10.04592	9.57696	8.42409	7.69091	6.72737	5.75982	4.87488	4.28181	3.80015	2.90692	2.54591	2.01742	1.76985	1.37039	0.97609	0.78814	0.59772	0.26959	0.28263	0.30107	0.24151	0.18842	0.14127	0.09505	0.06243
23	0.07525	-0.19366	-0.10213	-0.00313	0.13423	0.28288	0.4339	0.49408	0.67897	0.7782	0.92335	0.79911	1.03544	1.13754	1.52108	2.10409	2.44975	3.57972	4.30782	5.2494	6.1048	7.06363	8.08121	8.69234	9.62814	10.3288	11.19347	11.68436	12.29346	12.90918	14.13557	14.17311	15.0192	15.40487	15.8193	16.26256	16.31078	15.96393	15.64593	15.64593	15.96393	16.31078	16.26256	15.8193	15.40487	15.0192	14.17311	14.13557	12.90918	12.29346	11.68436	11.19347	10.3288	9.62814	8.69234	8.08121	7.06363	6.1048	5.2494	4.30782	3.57972	2.44975	2.10409	1.52108	1.13754	1.03544	0.79911	0.92335	0.7782	0.67897	0.49408	0.4339	0.28288	0.13423	-0.00313	-0.10213	-0.19366
24	-0.33365	-0.13469	-0.07139	0.03698	0.14879	0.26625	0.38336	0.38897	0.65588	0.62754	0.68635	0.89158	1.20056	1.4804	1.8023	2.24322	2.66239	3.45018	4.30569	5.15288	6.28046	7.04207	8.11654	8.90348	9.91411	10.57085	11.40524	12.03748	12.55465	13.53449	14.30631	15.13196	16.06818	16.42166	16.81969	17.1962	17.24038	16.95224	16.64258	16.64258	16.95224	17.24038	17.1962	16.81969	16.42166	16.06818	15.13196	14.30631	13.53449	12.55465	12.03748	11.40524	10.57085	9.91411	8.90348	8.11654	7.04207	6.28046	5.15288	4.30569	3.45018	2.66239	2.24322	1.8023	1.4804	1.20056	0.89158	0.68635	0.62754	0.65588	0.38897	0.38336	0.26625	0.14879	0.03698	-0.07139	-0.13469
25	0.65802	0.14839	0.1366	0.07204	0.05363	0.06363	0.1109	0.23531	0.41746	0.64514	0.74812	0.78609	1.11413	1.25141	1.62976	1.72368	2.33396	2.98721	3.80939	4.64905	6.09927	6.99143	8.16411	9.03557	9.85341	10.50581	11.87117	12.10584	13.44157	13.74908	14.81432	15.36012	16.99382	17.10665	17.5347	17.97955	17.99365	17.57701	17.17716	17.17716	17.57701	17.99365	17.97955	17.5347	17.10665	16.99382	15.36012	14.81432	13.74908	13.44157	12.10584	11.87117	10.50581	9.85341	9.03557	8.16411	6.99143	6.09927	4.64905	3.80939	2.98721	2.33396	1.72368	1.62976	1.25141	1.11413	0.78609	0.74812	0.64514	0.41746	0.23531	0.1109	0.06363	0.05363	0.07204	0.1366	0.14839
26	0.12843	0.01451	0.03771	0.05988	0.10336	0.16292	0.24023	0.33481	0.4474	0.47565	0.72131	0.72525	0.84757	1.06641	1.41502	1.54333	2.30863	3.11487	3.97865	4.97411	5.95416	7.03747	8.09169	8.81588	10.00148	10.98439	11.84707	12.16779	13.62926	13.97319	15.4346	16.36404	17.42709	17.92652	18.40066	18.81366	18.87609	18.58795	18.23866	18.23866	18.58795	18.87609	18.81366	18.40066	17.92652	17.42709	16.36404	15.4346	13.97319	13.62926	12.16779	11.84707	10.98439	10.00148	8.81588	8.09169	7.03747	5.95416	4.97411	3.97865	3.11487	2.30863	1.54333	1.41502	1.06641	0.84757	0.72525	0.72131	0.47565	0.4474	0.33481	0.24023	0.16292	0.10336	0.05988	0.03771	0.01451
27	-0.51768	0.09425	0.11576	0.19711	0.24561	0.29498	0.34711	0.51208	0.42629	0.59015	0.53533	0.36727	0.59626	0.81378	1.07888	1.30531	2.04892	2.80423	3.91506	4.72497	5.84184	6.54891	7.51417	8.47909	9.45676	10.66995	11.74617	12.73056	13.9335	14.70287	16.16021	16.56049	18.02423	18.14681	18.47602	18.75101	18.76633	18.52198	18.22341	18.22341	18.52198	18.76633	18.75101	18.47602	18.14681	18.02423	16.56049	16.16021	14.70287	13.9335	12.73056	11.74617	10.66995	9.45676	8.47909	7.51417	6.54891	5.84184	4.72497	3.91506	2.80423	2.04892	1.30531	1.07888	0.81378	0.59626	0.36727	0.53533	0.59015	0.42629	0.51208	0.34711	0.29498	0.24561	0.19711	0.11576	0.09425
28	0.40911	-0.26302	-0.26383	-0.13572	0.00944	0.17723	0.34344	0.45274	0.47921	0.6234	0.78889	0.69704	0.85248	1.15854	1.04865	1.45378	1.92176	2.49718	3.31431	4.29822	4.9289	6.0853	6.99047	7.98596	9.34176	10.05849	11.33082	12.4076	13.33195	14.4367	15.62926	16.54798	17.45188	18.01175	18.5058	18.95677	19.02675	18.71575	18.36167	18.36167	18.71575	19.02675	18.95677	18.5058	18.01175	17.45188	16.54798	15.62926	14.4367	13.33195	12.4076	11.33082	10.05849	9.34176	7.98596	6.99047	6.0853	4.9289	4.29822	3.31431	2.49718	1.92176	1.45378	1.04865	1.15854	0.85248	0.69704	0.78889	0.6234	0.47921	0.45274	0.34344	0.17723	0.00944	-0.13572	-0.26383	-0.26302
29	0.1249	-0.05709	8.515E-4	0.05711	0.13817	0.22797	0.32266	0.39656	0.50435	0.577	0.50167	0.724	0.87572	0.73327	1.03879	1.39871	1.8065	2.25657	3.22683	3.71671	4.93475	5.69294	6.74649	7.55648	8.82033	9.37187	11.02583	11.96889	13.13044	14.18429	15.57197	16.21409	17.88033	18.12152	18.47581	18.68679	18.71694	18.56625	18.27226	18.27226	18.56625	18.71694	18.68679	18.47581	18.12152	17.88033	16.21409	15.57197	14.18429	13.13044	11.96889	11.02583	9.37187	8.82033	7.55648	6.74649	5.69294	4.93475	3.71671	3.22683	2.25657	1.8065	1.39871	1.03879	0.73327	0.87572	0.724	0.50167	0.577	0.50435	0.39656	0.32266	0.22797	0.13817	0.05711	8.515E-4	-0.05709
30	-0.43427	0.27279	0.24919	0.27605	0.25939	0.24816	0.25241	0.40249	0.39168	0.51867	0.4992	0.52375	0.73815	0.75453	0.69991	1.16078	1.40286	2.108	2.45794	3.46552	4.35988	5.23736	6.20362	6.8839	8.16169	8.88873	10.03857	11.19401	12.08604	13.10647	14.09128	15.55998	16.59189	16.93012	17.35591	17.74945	17.79174	17.48275	17.14151	17.14151	17.48275	17.79174	17.74945	17.35591	16.93012	16.59189	15.55998	14.09128	13.10647	12.08604	11.19401	10.03857	8.88873	8.16169	6.8839	6.20362	5.23736	4.35988	3.46552	2.45794	2.108	1.40286	1.16078	0.69991	0.75453	0.73815	0.52375	0.4992	0.51867	0.39168	0.40249	0.25241	0.24816	0.25939	0.27605	0.24919	0.27279
