lateral	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
-5	0.48701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4	0.27914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	0.56887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10099	-0.06609	-0.01131	0	0	0	0	0	0	0	0	-0.07308	-0.44214	-0.45698	-0.46958	-0.42653	-0.42838	-0.47515	-0.46626	-0.46626	-0.47515	-0.42838	-0.42653	-0.46958	-0.45698	-0.44214	-0.07308	0	0	0	0	0	0	0	0	-0.01131	-0.06609	-0.10099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	0.54394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16485	0	-0.3153	-0.05609	-0.12475	0	-0.06228	0	-0.26499	0	0	-0.20418	-0.06684	0.05186	0.15772	0.29696	0.3118	0.20223	0.12605	0.12605	0.20223	0.3118	0.29696	0.15772	0.05186	-0.06684	-0.20418	0	0	-0.26499	0	-0.06228	0	-0.12475	-0.05609	-0.3153	0	-0.16485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0.10151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0885	-0.33873	-0.17089	-0.41102	-0.14629	0.10114	0.17727	0.30635	0.08078	0.11962	0.28449	-0.18149	0.03006	-0.37029	-0.46499	-0.35446	-0.25184	-0.13956	0.01575	0.02857	-0.10107	-0.1877	-0.1877	-0.10107	0.02857	0.01575	-0.13956	-0.25184	-0.35446	-0.46499	-0.37029	0.03006	-0.18149	0.28449	0.11962	0.08078	0.30635	0.17727	0.10114	-0.14629	-0.41102	-0.17089	-0.33873	-0.0885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.27451	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15328	-0.2017	-0.57064	-0.32519	-0.26284	-0.23418	-0.01452	0.25576	0.45469	0.47554	0.68629	0.31632	0.4176	0.11039	0.30354	-0.02819	0.15959	0.25395	0.6616	0.8085	0.85628	0.78049	0.79885	0.91137	0.90031	0.90031	0.91137	0.79885	0.78049	0.85628	0.8085	0.6616	0.25395	0.15959	-0.02819	0.30354	0.11039	0.4176	0.31632	0.68629	0.47554	0.45469	0.25576	-0.01452	-0.23418	-0.26284	-0.32519	-0.57064	-0.2017	-0.15328	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.45634	0	0	0	0	0	0	0	-0.00351	-0.02285	0.03251	0.03448	0.11317	0.0539	-0.07859	0.14785	0.01756	-0.19089	-0.12335	-0.11403	0.30849	0.46979	0.71159	0.73082	1.01857	1.03844	1.21074	1.25367	1.32202	0.97042	1.11981	0.86869	1.50422	1.51266	1.59015	1.6231	1.62416	1.59331	1.51794	1.51794	1.59331	1.62416	1.6231	1.59015	1.51266	1.50422	0.86869	1.11981	0.97042	1.32202	1.25367	1.21074	1.03844	1.01857	0.73082	0.71159	0.46979	0.30849	-0.11403	-0.12335	-0.19089	0.01756	0.14785	-0.07859	0.0539	0.11317	0.03448	0.03251	-0.02285	-0.00351	0	0	0	0	0	0	0
2	-0.37668	0	0	0	0	0	0	0	0	-0.08572	-0.30879	0.14602	0.17487	0.26501	0.19036	0.10765	0.29448	0.4224	0.4801	0.50541	0.66072	0.99123	1.50478	2.01884	2.51737	2.97933	3.27158	3.65884	4.12674	4.27974	4.11563	4.36786	4.70243	4.76339	4.83292	4.86628	4.8739	4.85578	4.80149	4.80149	4.85578	4.8739	4.86628	4.83292	4.76339	4.70243	4.36786	4.11563	4.27974	4.12674	3.65884	3.27158	2.97933	2.51737	2.01884	1.50478	0.99123	0.66072	0.50541	0.4801	0.4224	0.29448	0.10765	0.19036	0.26501	0.17487	0.14602	-0.30879	-0.08572	0	0	0	0	0	0	0	0
