DFB	FE *
mm	3 mm central line
	LEAN 300
0	0.040005
1	0.104785
2	3.24599
3	5.7242825
4	12.4860825
5	22.1888775
6	40.040515
7	71.7783425
8	82.970675
9	110.17415
10	122.0125
11	106.430225
12	130.027925
13	122.471925
14	115.3874
15	112.508225
16	102.300895
17	99.872095
18	91.454165
19	95.0149175
20	81.0388925
21	73.8934825
22	61.55235
23	54.4527225
24	59.4044025
25	41.896175
