lateral	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
-5	-83.20555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4	-71.00746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	-75.1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	-64.07201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	-76.71361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-61.16696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06012	4.04467	4.32749	3.88901	4.01208	4.6967	4.66001	4.66001	4.6967	4.01208	3.88901	4.32749	4.04467	3.06012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-82.49326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63874	4.89893	2.272	5.30369	2.52249	8.39523	5.01632	7.97646	7.68473	7.37778	6.395	6.35853	7.26838	7.5024	7.5024	7.26838	6.35853	6.395	7.37778	7.68473	7.97646	5.01632	8.39523	2.52249	5.30369	2.272	4.89893	3.63874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	-58.50197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29675	3.56824	4.01581	5.38651	3.32321	8.65267	5.57329	10.94074	5.58867	9.76291	8.59137	15.75241	9.19921	17.21898	17.34185	18.21339	18.50708	18.52244	18.25947	17.41864	17.41864	18.25947	18.52244	18.50708	18.21339	17.34185	17.21898	9.19921	15.75241	8.59137	9.76291	5.58867	10.94074	5.57329	8.65267	3.32321	5.38651	4.01581	3.56824	0.29675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	-71.4901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59505	2.82721	8.37297	6.81249	13.17942	12.08118	18.6469	15.18421	23.0957	18.08118	23.8808	19.47727	27.50199	21.23715	35.48573	33.62218	33.8163	32.56467	32.33173	33.11747	32.45747	32.45747	33.11747	32.33173	32.56467	33.8163	33.62218	35.48573	21.23715	27.50199	19.47727	23.8808	18.08118	23.0957	15.18421	18.6469	12.08118	13.17942	6.81249	8.37297	2.82721	1.59505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	-74.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9436	6.48567	13.43821	14.57475	21.82343	22.88254	25.54664	20.29421	33.46004	33.90645	44.08813	36.14984	39.9264	42.00306	52.22424	45.78196	44.30305	42.71433	41.90905	41.88718	41.75553	41.75553	41.88718	41.90905	42.71433	44.30305	45.78196	52.22424	42.00306	39.9264	36.14984	44.08813	33.90645	33.46004	20.29421	25.54664	22.88254	21.82343	14.57475	13.43821	6.48567	1.9436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	-80.18671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33353	6.28433	13.05777	14.2845	21.51482	24.24979	35.14042	30.22323	34.58514	38.65719	49.78993	48.54032	62.39321	60.70834	63.98834	56.52738	69.54908	62.16859	61.60082	62.37384	61.45128	58.83314	57.55578	57.55578	58.83314	61.45128	62.37384	61.60082	62.16859	69.54908	56.52738	63.98834	60.70834	62.39321	48.54032	49.78993	38.65719	34.58514	30.22323	35.14042	24.24979	21.51482	14.2845	13.05777	6.28433	3.33353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
