8	-4.46272	1.91464	1.82957	1.42186	0.81518	0.16939	-0.12798	0	-2.39474	-2.68711	-2.42652	-1.91778	-0.15504	-0.7043	-0.15533	0.40744	6.08867	7.64803	9.74357	12.80241	19.12737	20.10076	26.87938	30.58414	39.73464	38.35339	51.60407	55.79101	74.57155	72.11021	83.74366	78.22667	93.25549	86.64979	85.63131	84.51174	83.68595	83.15425	82.52125	82.52125	83.15425	83.68595	84.51174	85.63131	86.64979	93.25549	78.22667	83.74366	72.11021	74.57155	55.79101	51.60407	38.35339	39.73464	30.58414	26.87938	20.10076	19.12737	12.80241	9.74357	7.64803	6.08867	0.40744	-0.15533	-0.7043	-0.15504	-1.91778	-2.42652	-2.68711	-2.39474	0	-0.12798	0.16939	0.81518	1.42186	1.82957	1.91464
9	-3.92298	-0.54953	-0.75441	-0.59677	-0.66956	-0.41854	-0.28998	-3.37733	-0.94747	-1.04063	0.15102	-1.30588	0.66594	1.62063	-0.16701	0.3093	6.96674	9.38275	12.91591	14.03915	23.03673	23.52468	35.15066	41.84139	49.61864	60.61111	63.73307	75.36509	93.59515	98.18869	100.6225	103.3563	111.4798	110.2833	110.9247	111.2995	111.1499	110.4759	109.5354	109.5354	110.4759	111.1499	111.2995	110.9247	110.2833	111.4798	103.3563	100.6225	98.18869	93.59515	75.36509	63.73307	60.61111	49.61864	41.84139	35.15066	23.52468	23.03673	14.03915	12.91591	9.38275	6.96674	0.3093	-0.16701	1.62063	0.66594	-1.30588	0.15102	-1.04063	-0.94747	-3.37733	-0.28998	-0.41854	-0.66956	-0.59677	-0.75441	-0.54953
10	-4.92325	0.68919	0.53973	0.20899	0	0	0	-1.17432	-1.23213	-1.54211	-1.05628	-0.34086	0	1.68714	1.96234	5.36204	10.01882	7.85405	16.08084	16.63125	26.56064	28.10299	38.06202	50.64717	58.70875	71.14545	78.10149	92.2177	103.9352	104.0794	119.7675	118.156	128.0527	124.347	123.6113	122.2298	121.7665	122.2217	122.0309	122.0309	122.2217	121.7665	122.2298	123.6113	124.347	128.0527	118.156	119.7675	104.0794	103.9352	92.2177	78.10149	71.14545	58.70875	50.64717	38.06202	28.10299	26.56064	16.63125	16.08084	7.85405	10.01882	5.36204	1.96234	1.68714	0	-0.34086	-1.05628	-1.54211	-1.23213	-1.17432	0	0	0	0.20899	0.53973	0.68919
11	-3.61228	0.58128	0.79177	0.90353	0.96351	0.98887	0.98983	0.44672	-1.21588	-1.94459	-2.6199	0.39878	1.33919	2.25985	-0.10315	0.52277	5.72576	8.73411	17.41956	22.76977	28.29199	34.82798	43.82132	56.8511	67.018	78.16816	86.15325	92.66617	106.2535	107.9258	119.5395	113.3485	112.7161	108.4091	107.6011	108.8389	108.3005	105.986	105.7172	105.7172	105.986	108.3005	108.8389	107.6011	108.4091	112.7161	113.3485	119.5395	107.9258	106.2535	92.66617	86.15325	78.16816	67.018	56.8511	43.82132	34.82798	28.29199	22.76977	17.41956	8.73411	5.72576	0.52277	-0.10315	2.25985	1.33919	0.39878	-2.6199	-1.94459	-1.21588	0.44672	0.98983	0.98887	0.96351	0.90353	0.79177	0.58128
12	0.18448	1.89016	1.13646	0.37648	-0.49744	-1.23478	-1.6607	-0.52573	-0.47205	0.05475	-0.10703	0.43552	3.00156	3.8052	5.27213	7.51646	8.98581	13.6766	15.01545	23.19617	31.38208	36.06724	47.52905	51.47331	65.2309	74.79495	80.9207	83.30848	86.70488	99.85352	104.48	119.2258	121.6748	126.5343	128.87	129.6689	130.2764	130.6923	129.5715	129.5715	130.6923	130.2764	129.6689	128.87	126.5343	121.6748	119.2258	104.48	99.85352	86.70488	83.30848	80.9207	74.79495	65.2309	51.47331	47.52905	36.06724	31.38208	23.19617	15.01545	13.6766	8.98581	7.51646	5.27213	3.8052	3.00156	0.43552	-0.10703	0.05475	-0.47205	-0.52573	-1.6607	-1.23478	-0.49744	0.37648	1.13646	1.89016
13	-4.03022	0	0	0	0	0	0	0	0	0.16561	0	1.18852	2.09027	3.73386	5.35809	8.44478	12.7266	18.04217	20.2297	26.39091	33.62907	39.24727	42.64972	49.55763	55.3068	66.21117	74.91493	85.20006	91.42819	94.99342	108.885	114.3074	125.0497	123.3663	123.6057	122.4949	122.2845	122.9744	122.3144	122.3144	122.9744	122.2845	122.4949	123.6057	123.3663	125.0497	114.3074	108.885	94.99342	91.42819	85.20006	74.91493	66.21117	55.3068	49.55763	42.64972	39.24727	33.62907	26.39091	20.2297	18.04217	12.7266	8.44478	5.35809	3.73386	2.09027	1.18852	0	0.16561	0	0	0	0	0	0	0	0
14	-4.80784	-0.25115	-0.57894	-0.46199	-0.66309	-0.88075	-1.02125	-1.0198	-2.94296	-1.22174	-1.12623	1.4592	2.02048	3.50056	5.47951	8.60015	12.28783	16.03574	21.18038	21.45287	28.42675	34.67088	38.50037	47.18491	50.70304	63.57849	67.74308	84.01321	91.06653	102.9284	101.7867	109.9385	114.3753	113.7063	115.8503	119.4574	119.3738	115.5994	113.2882	113.2882	115.5994	119.3738	119.4574	115.8503	113.7063	114.3753	109.9385	101.7867	102.9284	91.06653	84.01321	67.74308	63.57849	50.70304	47.18491	38.50037	34.67088	28.42675	21.45287	21.18038	16.03574	12.28783	8.60015	5.47951	3.50056	2.02048	1.4592	-1.12623	-1.22174	-2.94296	-1.0198	-1.02125	-0.88075	-0.66309	-0.46199	-0.57894	-0.25115
15	0.67347	0.49461	-0.31599	-0.94602	-1.5697	-2.07959	-2.19492	-2.55506	-1.89598	-0.93666	0	-0.40179	3.88109	4.77608	6.91397	9.71496	12.36381	17.10271	20.04569	22.16194	26.17264	34.54894	39.32077	46.73595	56.32286	62.87766	59.6845	74.13048	83.30043	89.6902	96.51191	97.22762	103.8052	107.5422	111.7013	116.7075	117.1746	113.1027	109.8778	109.8778	113.1027	117.1746	116.7075	111.7013	107.5422	103.8052	97.22762	96.51191	89.6902	83.30043	74.13048	59.6845	62.87766	56.32286	46.73595	39.32077	34.54894	26.17264	22.16194	20.04569	17.10271	12.36381	9.71496	6.91397	4.77608	3.88109	-0.40179	0	-0.93666	-1.89598	-2.55506	-2.19492	-2.07959	-1.5697	-0.94602	-0.31599	0.49461
16	-4.62072	0.26064	0.21251	0	0	0	0	-0.62511	-0.83347	-0.61682	0.68593	0.70691	2.15079	2.14886	4.6178	6.64149	8.50217	12.08199	19.08769	20.54917	27.95751	35.35019	45.43611	51.43219	54.11724	62.38389	65.23742	71.74499	76.28453	82.05847	85.87721	81.34414	93.45404	97.03234	101.7518	107.125	107.5722	103.0936	99.26889	99.26889	103.0936	107.5722	107.125	101.7518	97.03234	93.45404	81.34414	85.87721	82.05847	76.28453	71.74499	65.23742	62.38389	54.11724	51.43219	45.43611	35.35019	27.95751	20.54917	19.08769	12.08199	8.50217	6.64149	4.6178	2.14886	2.15079	0.70691	0.68593	-0.61682	-0.83347	-0.62511	0	0	0	0	0.21251	0.26064
17	-9.66092	0.54634	0.14656	0.39987	-0.07434	-0.39855	-0.76378	-4.09724	-1.48816	-2.69408	0.02969	3.12005	2.6642	5.21775	5.97023	8.82628	11.48627	14.52295	17.89996	23.98033	29.48072	31.1584	32.91586	40.44506	41.41709	50.42199	54.50158	64.02069	73.56918	82.74835	88.19013	97.69525	97.48854	98.45502	99.67443	101.2127	101.3335	100.0368	99.05904	99.05904	100.0368	101.3335	101.2127	99.67443	98.45502	97.48854	97.69525	88.19013	82.74835	73.56918	64.02069	54.50158	50.42199	41.41709	40.44506	32.91586	31.1584	29.48072	23.98033	17.89996	14.52295	11.48627	8.82628	5.97023	5.21775	2.6642	3.12005	0.02969	-2.69408	-1.48816	-4.09724	-0.76378	-0.39855	-0.07434	0.39987	0.14656	0.54634
18	-3.79654	1.96651	2.01148	1.22612	0.07836	-0.57849	-0.88549	-1.28941	-0.66434	0.21661	1.81025	3.19709	3.8614	3.47881	3.99113	5.91325	7.5348	11.22033	15.04342	22.46584	24.67113	28.83466	32.84434	41.26788	44.29277	50.53823	52.70738	62.93845	70.93034	80.24872	86.01685	90.69169	87.51405	89.36147	90.77573	93.08521	93.31612	91.46848	90.51603	90.51603	91.46848	93.31612	93.08521	90.77573	89.36147	87.51405	90.69169	86.01685	80.24872	70.93034	62.93845	52.70738	50.53823	44.29277	41.26788	32.84434	28.83466	24.67113	22.46584	15.04342	11.22033	7.5348	5.91325	3.99113	3.47881	3.8614	3.19709	1.81025	0.21661	-0.66434	-1.28941	-0.88549	-0.57849	0.07836	1.22612	2.01148	1.96651
19	-6.77463	2.58445	2.55746	1.78218	0.80009	0	-0.25307	-2.77394	-3.257	-2.18996	-1.32289	0.85951	4.5165	4.92449	5.6564	7.36565	8.82261	12.28693	10.27784	17.12543	20.2468	25.55006	27.57991	33.24473	43.79388	41.5861	51.19909	55.37622	57.25712	70.13951	70.61036	82.25549	88.29188	91.54822	94.48624	96.77846	97.18548	95.70741	93.58339	93.58339	95.70741	97.18548	96.77846	94.48624	91.54822	88.29188	82.25549	70.61036	70.13951	57.25712	55.37622	51.19909	41.5861	43.79388	33.24473	27.57991	25.55006	20.2468	17.12543	10.27784	12.28693	8.82261	7.36565	5.6564	4.92449	4.5165	0.85951	-1.32289	-2.18996	-3.257	-2.77394	-0.25307	0	0.80009	1.78218	2.55746	2.58445
20	-12.63481	0.72724	0.46847	0.08682	0	0	0	-2.53392	-3.90258	-1.59294	-2.14557	-0.40604	2.12177	4.73272	6.37886	8.84395	11.46368	16.09795	18.03399	22.48025	23.81336	28.4794	28.14238	30.71057	37.31545	41.96014	43.99523	54.17635	56.89278	68.17009	72.08664	79.85504	80.67439	80.66155	81.18334	81.6716	81.66999	81.17852	80.65353	80.65353	81.17852	81.66999	81.6716	81.18334	80.66155	80.67439	79.85504	72.08664	68.17009	56.89278	54.17635	43.99523	41.96014	37.31545	30.71057	28.14238	28.4794	23.81336	22.48025	18.03399	16.09795	11.46368	8.84395	6.37886	4.73272	2.12177	-0.40604	-2.14557	-1.59294	-3.90258	-2.53392	0	0	0	0.08682	0.46847	0.72724
21	-2.2232	-0.33506	0.2719	0.17358	-0.0703	-0.31627	-0.39844	-1.53627	-3.12053	-1.93746	-0.66439	0.64384	1.15118	3.85883	2.92903	6.84852	8.21533	12.37885	14.84091	15.11358	17.65137	24.82537	25.84247	27.75238	28.21807	39.84637	36.23722	54.41219	51.46547	62.81006	63.43578	67.26382	75.46414	73.95983	74.78078	75.50602	75.31798	74.21667	73.01964	73.01964	74.21667	75.31798	75.50602	74.78078	73.95983	75.46414	67.26382	63.43578	62.81006	51.46547	54.41219	36.23722	39.84637	28.21807	27.75238	25.84247	24.82537	17.65137	15.11358	14.84091	12.37885	8.21533	6.84852	2.92903	3.85883	1.15118	0.64384	-0.66439	-1.93746	-3.12053	-1.53627	-0.39844	-0.31627	-0.0703	0.17358	0.2719	-0.33506
22	-20.82809	1.64788	1.40057	0.83601	0.33536	0	0	0	0	0	0	0.05088	2.26274	3.87263	5.68182	8.48778	10.89937	14.78578	16.73188	15.58401	15.39045	18.2497	16.35589	21.138	23.07789	32.33627	38.7208	44.50274	50.58561	58.17938	57.13244	65.87902	60.94956	60.58021	61.48882	64.20654	64.16037	61.35031	60.34936	60.34936	61.35031	64.16037	64.20654	61.48882	60.58021	60.94956	65.87902	57.13244	58.17938	50.58561	44.50274	38.7208	32.33627	23.07789	21.138	16.35589	18.2497	15.39045	15.58401	16.73188	14.78578	10.89937	8.48778	5.68182	3.87263	2.26274	0.05088	0	0	0	0	0	0	0.33536	0.83601	1.40057	1.64788
23	2.94411	-1.61746	-0.94537	-0.50865	0.11814	0	0	-0.30381	-0.24161	-3.7096	-3.04847	-2.17961	-0.20743	2.1567	4.48096	7.06409	9.41747	11.39682	12.39129	15.40425	16.18978	21.20964	23.29866	23.34164	27.88245	38.46048	36.91582	42.39771	43.98576	48.61091	44.36274	52.40129	54.65273	53.73183	54.9196	57.03917	56.92406	54.57427	53.15628	53.15628	54.57427	56.92406	57.03917	54.9196	53.73183	54.65273	52.40129	44.36274	48.61091	43.98576	42.39771	36.91582	38.46048	27.88245	23.34164	23.29866	21.20964	16.18978	15.40425	12.39129	11.39682	9.41747	7.06409	4.48096	2.1567	-0.20743	-2.17961	-3.04847	-3.7096	-0.24161	-0.30381	0	0	0.11814	-0.50865	-0.94537	-1.61746
24	-4.51348	0	0	0	0	0	-0.06088	-1.43998	-5.2885	-3.01979	-3.1576	-0.80499	1.09638	4.66563	6.26935	6.37397	6.93238	10.99062	11.44004	14.56751	16.22425	21.28332	21.26301	22.545	22.79416	29.46219	31.55452	32.11497	37.55083	42.82025	46.06676	55.75656	56.90245	58.72037	58.60035	58.39518	58.62242	59.28207	59.85656	59.85656	59.28207	58.62242	58.39518	58.60035	58.72037	56.90245	55.75656	46.06676	42.82025	37.55083	32.11497	31.55452	29.46219	22.79416	22.545	21.26301	21.28332	16.22425	14.56751	11.44004	10.99062	6.93238	6.37397	6.26935	4.66563	1.09638	-0.80499	-3.1576	-3.01979	-5.2885	-1.43998	-0.06088	0	0	0	0	0
25	-2.87305	1.70448	1.88923	1.30943	0.41646	-1.31254	-2.01535	-3.79444	-3.82773	-3.36347	-0.74969	0.54439	3.2507	6.08445	6.29659	7.2884	8.96939	9.33196	10.5093	12.80401	15.9266	13.90458	13.01057	14.72541	20.22534	23.18015	30.88198	32.99956	37.644	40.69134	40.92264	44.55126	56.18855	47.77689	45.02185	41.72948	40.67802	41.86748	42.5196	42.5196	41.86748	40.67802	41.72948	45.02185	47.77689	56.18855	44.55126	40.92264	40.69134	37.644	32.99956	30.88198	23.18015	20.22534	14.72541	13.01057	13.90458	15.9266	12.80401	10.5093	9.33196	8.96939	7.2884	6.29659	6.08445	3.2507	0.54439	-0.74969	-3.36347	-3.82773	-3.79444	-2.01535	-1.31254	0.41646	1.30943	1.88923	1.70448
