lateral	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
-5	-4.54812	-3.54448	-2.95157	-1.3619	-0.0923	0	0.15166	0.30444	0	0.65519	0.5494	0	0.12472	0	0	-0.63799	-2.78505	-4.14585	-4.43887	-4.30775	-2.7655	0	-1.12311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.12311	0	-2.7655	-4.30775	-4.43887	-4.14585	-2.78505	-0.63799	0	0	0.12472	0	0.5494	0.65519	0	0.30444	0.15166	0	-0.0923	-1.3619	-2.95157	-3.54448
-4	5.71499	-2.10065	-3.76208	-3.46042	-2.88864	-2.03233	-0.96965	0.64973	0.69306	0.53967	0.4078	0.00242	-0.17766	0	-0.68161	-1.88489	-1.39727	-2.77714	-0.66374	-0.91753	-0.85367	-0.73084	-4.20154	-1.07097	-0.45595	0	0	0	0	0	0	0	0	0.41	0.69003	0.56946	0.62071	0.84378	0.66625	0.66625	0.84378	0.62071	0.56946	0.69003	0.41	0	0	0	0	0	0	0	0	-0.45595	-1.07097	-4.20154	-0.73084	-0.85367	-0.91753	-0.66374	-2.77714	-1.39727	-1.88489	-0.68161	0	-0.17766	0.00242	0.4078	0.53967	0.69306	0.64973	-0.96965	-2.03233	-2.88864	-3.46042	-3.76208	-2.10065
-3	3.34947	-3.13058	-2.20834	-1.3917	-0.15093	0	0	0	0	0	-1.81219	-2.2087	-3.33527	-2.91502	-1.22662	-3.04513	-4.13979	-2.7241	-0.18898	-5.48677	-0.19348	-7.05539	-6.24807	-2.9363	-3.44087	0	0	0.1094	0.52885	0.19003	0.57424	0.20317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20317	0.57424	0.19003	0.52885	0.1094	0	0	-3.44087	-2.9363	-6.24807	-7.05539	-0.19348	-5.48677	-0.18898	-2.7241	-4.13979	-3.04513	-1.22662	-2.91502	-3.33527	-2.2087	-1.81219	0	0	0	0	0	-0.15093	-1.3917	-2.20834	-3.13058
-2	-10.43479	-1.10994	-1.11967	0	0	0.0802	0.3718	0.67495	0.12328	0.01612	0.68765	0.23674	0	0	0	-0.79929	-0.68957	-5.17708	-4.79569	-2.8908	-1.19249	-1.66688	-1.74743	0.54969	0	0	0	0	0	0	0	0.16226	0.47166	0.38236	0.22513	0.20234	0.19118	0.19165	0.32655	0.32655	0.19165	0.19118	0.20234	0.22513	0.38236	0.47166	0.16226	0	0	0	0	0	0	0	0.54969	-1.74743	-1.66688	-1.19249	-2.8908	-4.79569	-5.17708	-0.68957	-0.79929	0	0	0	0.23674	0.68765	0.01612	0.12328	0.67495	0.3718	0.0802	0	0	-1.11967	-1.10994
-1	2.51249	-0.92	-0.6255	-0.22776	0	0	0	-0.70123	-1.891	-0.79889	-1.94642	-1.81045	-0.76442	-1.2314	0	0	0	-0.89965	-4.10225	-6.84532	-6.05638	-2.96441	-5.93045	-4.07978	-0.2698	-0.94308	0	0	0	0	0	0.55572	1.35746	1.94586	1.99787	1.64738	1.72093	2.21852	2.31361	2.31361	2.21852	1.72093	1.64738	1.99787	1.94586	1.35746	0.55572	0	0	0	0	0	-0.94308	-0.2698	-4.07978	-5.93045	-2.96441	-6.05638	-6.84532	-4.10225	-0.89965	0	0	0	-1.2314	-0.76442	-1.81045	-1.94642	-0.79889	-1.891	-0.70123	0	0	0	-0.22776	-0.6255	-0.92
0	-17.23038	0.28263	0.11448	0.56859	0.63092	0.69576	0.75767	0.26818	0.85429	1.02206	0.84155	0.28709	0	0	0	0	0	-5.76423	-5.57876	-5.1009	-3.62988	-1.08174	-1.18647	0	0	0	1.51798	1.21038	1.39952	0.22134	0.69715	0.99527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99527	0.69715	0.22134	1.39952	1.21038	1.51798	0	0	0	-1.18647	-1.08174	-3.62988	-5.1009	-5.57876	-5.76423	0	0	0	0	0	0.28709	0.84155	1.02206	0.85429	0.26818	0.75767	0.69576	0.63092	0.56859	0.11448	0.28263
1	-3.84641	-2.19022	-1.75153	-0.77212	-0.05383	0	0	-2.03233	-0.43893	0.09157	-1.84809	-2.82605	-1.9809	-0.97431	0	0	0	0	0	-4.76808	-5.28403	-4.5045	-2.69188	-4.00585	-0.35612	1.25679	1.90869	0.72931	1.72937	0	0.77138	0	2.38919	1.27475	0.91598	0.77668	0.63737	0.49807	0.57822	0.57822	0.49807	0.63737	0.77668	0.91598	1.27475	2.38919	0	0.77138	0	1.72937	0.72931	1.90869	1.25679	-0.35612	-4.00585	-2.69188	-4.5045	-5.28403	-4.76808	0	0	0	0	0	-0.97431	-1.9809	-2.82605	-1.84809	0.09157	-0.43893	-2.03233	0	0	-0.05383	-0.77212	-1.75153	-2.19022
2	-5.1106	-1.19219	-1.31757	-0.69195	-0.43684	-0.20878	-0.01043	0	0	0	0	0	0	0	-1.90376	-0.89123	-2.90537	-0.86701	0.44489	-0.62331	-3.36357	-5.21169	-2.14682	-0.86599	2.04581	0.65408	2.23362	1.2812	4.25766	3.58565	7.55366	4.77581	11.07061	10.47918	10.39332	9.34231	9.26838	10.17153	10.10954	10.10954	10.17153	9.26838	9.34231	10.39332	10.47918	11.07061	4.77581	7.55366	3.58565	4.25766	1.2812	2.23362	0.65408	2.04581	-0.86599	-2.14682	-5.21169	-3.36357	-0.62331	0.44489	-0.86701	-2.90537	-0.89123	-1.90376	0	0	0	0	0	0	0	-0.01043	-0.20878	-0.43684	-0.69195	-1.31757	-1.19219
