lateral	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
13	-0.02339	-2.698	-2.43564	-2.11412	-1.50883	-0.66842	0.12204	0.14594	0.07661	0.40393	0.22055	0.10476	0.71093	2.20338	2.41426	5.22118	6.74521	8.20846	10.37462	13.84679	13.77133	18.28134	19.19672	23.97054	23.72323	24.46061	27.54987	27.19375	30.79808	29.15212	27.00111	32.5696	34.49232	36.85522	36.86883	36.26264	36.558	37.75492	38.33203	38.33203	37.75492	36.558	36.26264	36.86883	36.85522	34.49232	32.5696	27.00111	29.15212	30.79808	27.19375	27.54987	24.46061	23.72323	23.97054	19.19672	18.28134	13.77133	13.84679	10.37462	8.20846	6.74521	5.22118	2.41426	2.20338	0.71093	0.10476	0.22055	0.40393	0.07661	0.14594	0.12204	-0.66842	-1.50883	-2.11412	-2.43564	-2.698
14	-5.64747	0.25219	0.62873	0.55295	0.46123	0.34218	0.24299	0.59134	0	0.19969	0.0718	1.59324	1.68774	0.42967	2.04521	4.73002	5.51302	6.41623	7.85046	12.10117	11.38298	17.19932	14.09633	21.21023	22.01842	25.30047	23.29186	22.76939	20.75422	22.3978	24.1264	29.28551	26.76265	30.1485	30.7395	31.17087	31.5941	32.0092	32.26466	32.26466	32.0092	31.5941	31.17087	30.7395	30.1485	26.76265	29.28551	24.1264	22.3978	20.75422	22.76939	23.29186	25.30047	22.01842	21.21023	14.09633	17.19932	11.38298	12.10117	7.85046	6.41623	5.51302	4.73002	2.04521	0.42967	1.68774	1.59324	0.0718	0.19969	0	0.59134	0.24299	0.34218	0.46123	0.55295	0.62873	0.25219
15	0.38021	-0.22365	-1.36601	-1.43235	-1.41005	-1.21218	-0.90476	-0.48761	-0.2885	0	0.51434	0.83219	1.3898	2.08201	2.37862	3.85608	5.43398	7.62134	9.02414	10.82628	10.61142	14.6413	17.54289	19.09746	19.80408	23.58748	19.96208	18.19202	17.98967	20.42965	15.26026	19.72826	19.04273	23.0219	23.93634	24.93793	25.43533	25.42853	25.50889	25.50889	25.42853	25.43533	24.93793	23.93634	23.0219	19.04273	19.72826	15.26026	20.42965	17.98967	18.19202	19.96208	23.58748	19.80408	19.09746	17.54289	14.6413	10.61142	10.82628	9.02414	7.62134	5.43398	3.85608	2.37862	2.08201	1.3898	0.83219	0.51434	0	-0.2885	-0.48761	-0.90476	-1.21218	-1.41005	-1.43235	-1.36601	-0.22365
16	-0.56556	-2.86865	-2.05049	-1.87009	-1.37032	-0.78377	-0.09996	0.1814	0.95787	1.60053	1.24178	2.0407	2.44948	3.3706	2.87244	3.2633	4.04845	6.37124	6.97258	8.11488	11.37582	12.44793	11.51823	14.80514	15.4926	20.09077	15.54135	17.86511	16.62842	19.60882	21.17852	24.32208	24.50181	26.49769	27.25072	27.49438	27.74386	27.99917	27.74512	27.74512	27.99917	27.74386	27.49438	27.25072	26.49769	24.50181	24.32208	21.17852	19.60882	16.62842	17.86511	15.54135	20.09077	15.4926	14.80514	11.51823	12.44793	11.37582	8.11488	6.97258	6.37124	4.04845	3.2633	2.87244	3.3706	2.44948	2.0407	1.24178	1.60053	0.95787	0.1814	-0.09996	-0.78377	-1.37032	-1.87009	-2.05049	-2.86865
17	-0.17168	-1.77716	-1.17895	-1.18309	-0.98425	-0.74181	-0.42925	-0.16675	0.94174	0.62576	0.15771	0.61596	0.96649	1.05858	1.98916	2.1643	4.13377	4.95616	5.53014	7.06284	6.45053	8.91038	9.16839	13.70409	13.01419	17.7006	18.42897	20.52152	20.87978	21.09076	21.56264	19.5568	15.47354	15.18189	14.64002	14.60088	14.56443	14.53065	14.99961	14.99961	14.53065	14.56443	14.60088	14.64002	15.18189	15.47354	19.5568	21.56264	21.09076	20.87978	20.52152	18.42897	17.7006	13.01419	13.70409	9.16839	8.91038	6.45053	7.06284	5.53014	4.95616	4.13377	2.1643	1.98916	1.05858	0.96649	0.61596	0.15771	0.62576	0.94174	-0.16675	-0.42925	-0.74181	-0.98425	-1.18309	-1.17895	-1.77716
18	0.25045	0.96293	-0.30834	-0.8785	-1.38567	-1.72236	-1.8659	-1.48676	-0.85412	0	0	0	0.48681	1.75849	2.44503	3.67451	0.89297	2.40046	3.53127	5.525	7.432	11.09126	10.92529	13.21203	13.77781	15.43326	12.87502	15.21585	13.96384	17.27498	13.77612	16.47895	15.59984	17.57008	18.9266	20.53337	20.77965	19.66544	18.80148	18.80148	19.66544	20.77965	20.53337	18.9266	17.57008	15.59984	16.47895	13.77612	17.27498	13.96384	15.21585	12.87502	15.43326	13.77781	13.21203	10.92529	11.09126	7.432	5.525	3.53127	2.40046	0.89297	3.67451	2.44503	1.75849	0.48681	0	0	0	-0.85412	-1.48676	-1.8659	-1.72236	-1.38567	-0.8785	-0.30834	0.96293
19	0	-1.97634	-2.91674	-2.64965	-2.12944	-1.40108	-0.59115	0.53621	0.02835	0	0.08869	0.3148	0.70834	2.15627	2.39239	2.76152	0.68177	2.32834	3.91858	5.79049	7.67763	7.79576	8.49555	11.80725	12.07224	16.24052	14.70169	13.43011	13.80649	17.12641	16.45322	18.93165	19.1904	19.69397	19.56895	18.87428	18.93723	19.75779	20.0087	20.0087	19.75779	18.93723	18.87428	19.56895	19.69397	19.1904	18.93165	16.45322	17.12641	13.80649	13.43011	14.70169	16.24052	12.07224	11.80725	8.49555	7.79576	7.67763	5.79049	3.91858	2.32834	0.68177	2.76152	2.39239	2.15627	0.70834	0.3148	0.08869	0	0.02835	0.53621	-0.59115	-1.40108	-2.12944	-2.64965	-2.91674	-1.97634
20	0	-3.75326	-3.73269	-3.69606	-3.18618	-2.43856	-1.49139	0.04256	0.4881	0.4122	1.08281	1.56385	2.41267	2.85297	2.20013	3.47411	3.82841	4.96876	4.56125	6.3597	5.74836	6.49375	3.05554	3.06617	3.70278	2.21118	3.05229	10.19521	15.25237	15.69985	15.67075	18.32961	13.60558	14.69681	14.41715	14.12691	14.26332	14.82637	15.37884	15.37884	14.82637	14.26332	14.12691	14.41715	14.69681	13.60558	18.32961	15.67075	15.69985	15.25237	10.19521	3.05229	2.21118	3.70278	3.06617	3.05554	6.49375	5.74836	6.3597	4.56125	4.96876	3.82841	3.47411	2.20013	2.85297	2.41267	1.56385	1.08281	0.4122	0.4881	0.04256	-1.49139	-2.43856	-3.18618	-3.69606	-3.73269	-3.75326
21	-0.5029	-2.04787	-2.09141	-1.8537	-1.55001	-1.16865	-0.45779	1.37091	0.60826	0.67632	1.41167	2.46792	2.31392	2.28948	2.00018	1.88714	1.58692	0.43243	3.1072	2.0856	4.19866	6.30834	6.6447	10.41628	9.42313	11.23045	10.25103	9.81764	6.91941	5.37952	8.05442	8.97192	10.61487	12.36383	13.30046	14.59467	14.81329	13.95631	13.45693	13.45693	13.95631	14.81329	14.59467	13.30046	12.36383	10.61487	8.97192	8.05442	5.37952	6.91941	9.81764	10.25103	11.23045	9.42313	10.41628	6.6447	6.30834	4.19866	2.0856	3.1072	0.43243	1.58692	1.88714	2.00018	2.28948	2.31392	2.46792	1.41167	0.67632	0.60826	1.37091	-0.45779	-1.16865	-1.55001	-1.8537	-2.09141	-2.04787
22	-0.67391	0	0.30984	0.01317	-0.26781	-0.5195	-0.64947	0.41653	0.62718	0.1949	-0.18474	0	0	0.09873	1.00607	1.11001	2.66271	3.50092	1.54441	5.37358	4.00825	1.04312	2.40703	3.51103	5.62787	9.02344	5.71278	7.3778	10.78636	10.00417	10.58699	11.2714	10.34228	11.8392	12.11318	12.00235	12.18947	12.67452	12.77477	12.77477	12.67452	12.18947	12.00235	12.11318	11.8392	10.34228	11.2714	10.58699	10.00417	10.78636	7.3778	5.71278	9.02344	5.62787	3.51103	2.40703	1.04312	4.00825	5.37358	1.54441	3.50092	2.66271	1.11001	1.00607	0.09873	0	0	-0.18474	0.1949	0.62718	0.41653	-0.64947	-0.5195	-0.26781	0.01317	0.30984	0
