lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
23	1.05522	0.90296	0.96845	0.92767	0.8653	0.77916	0.68112	0.39993	0.4232	0.42234	0.49189	0.79408	0.89301	1.31513	1.62546	2.05195	2.22496	2.07833	1.74996	1.39857	1.5626	1.20807	1.153	1.10544	0.79323	0.96869	1.07688	1.40949	1.39889	1.72955	2.20009	2.74159	2.61975	2.68917	2.61405	2.42287	2.43155	2.64008	2.73257	2.73257	2.64008	2.43155	2.42287	2.61405	2.68917	2.61975	2.74159	2.20009	1.72955	1.39889	1.40949	1.07688	0.96869	0.79323	1.10544	1.153	1.20807	1.5626	1.39857	1.74996	2.07833	2.22496	2.05195	1.62546	1.31513	0.89301	0.79408	0.49189	0.42234	0.4232	0.39993	0.68112	0.77916	0.8653	0.92767	0.96845	0.90296	1.05522
24	0.15447	0.19458	0.38257	0.56311	0.7364	0.88098	0.98338	0.81865	0.9035	0.66472	0.89546	0.92328	0.69673	1.03156	1.21553	1.37316	1.842	1.91262	1.45972	1.29259	1.59	1.16678	1.1498	1.24098	1.05134	0.98048	1.18132	1.28556	2.04419	2.14499	2.0287	2.63658	2.95059	2.85249	2.76653	2.56352	2.55126	2.72975	2.79118	2.79118	2.72975	2.55126	2.56352	2.76653	2.85249	2.95059	2.63658	2.0287	2.14499	2.04419	1.28556	1.18132	0.98048	1.05134	1.24098	1.1498	1.16678	1.59	1.29259	1.45972	1.91262	1.842	1.37316	1.21553	1.03156	0.69673	0.92328	0.89546	0.66472	0.9035	0.81865	0.98338	0.88098	0.7364	0.56311	0.38257	0.19458	0.15447
25	0.76615	0.33896	0.48596	0.56191	0.6553	0.72819	0.77404	0.79167	0.46356	0.54736	0.47104	0.74434	1.02392	1.27767	1.37623	1.5317	1.61824	1.65318	1.08197	0.82866	0.82596	0.87345	0.58064	0.88557	1.12785	1.1789	1.38751	2.07569	2.56728	2.27063	1.91228	2.90705	2.74239	2.53663	2.408	2.25768	2.23196	2.33084	2.40803	2.40803	2.33084	2.23196	2.25768	2.408	2.53663	2.74239	2.90705	1.91228	2.27063	2.56728	2.07569	1.38751	1.1789	1.12785	0.88557	0.58064	0.87345	0.82596	0.82866	1.08197	1.65318	1.61824	1.5317	1.37623	1.27767	1.02392	0.74434	0.47104	0.54736	0.46356	0.79167	0.77404	0.72819	0.6553	0.56191	0.48596	0.33896	0.76615
26	0.24119	0.10327	0.31095	0.50492	0.7081	0.88561	1.02085	0.82653	0.93356	0.92253	1.08232	1.10922	0.77075	1.10029	0.94508	1.28465	1.58502	1.40704	0.93242	0.72688	1.17659	1.00574	1.12864	1.21611	1.70987	1.63622	1.62258	1.90899	2.0538	1.50562	1.85989	1.5072	2.12708	1.9046	1.82705	1.68613	1.65832	1.74361	1.76555	1.76555	1.74361	1.65832	1.68613	1.82705	1.9046	2.12708	1.5072	1.85989	1.50562	2.0538	1.90899	1.62258	1.63622	1.70987	1.21611	1.12864	1.00574	1.17659	0.72688	0.93242	1.40704	1.58502	1.28465	0.94508	1.10029	0.77075	1.10922	1.08232	0.92253	0.93356	0.82653	1.02085	0.88561	0.7081	0.50492	0.31095	0.10327	0.24119
27	1.02631	0.26179	0.34806	0.34138	0.38468	0.43186	0.48278	0.53453	0.46602	0.51695	0.64045	0.66996	0.76674	1.30451	1.55084	1.69356	1.79581	1.98093	1.27669	1.22376	0.98891	0.85097	0.42411	0.77153	0.55462	0.97814	1.04996	1.53495	1.70846	1.8013	1.31252	2.02099	2.29036	2.12767	2.09947	2.05235	2.03201	2.03846	2.02599	2.02599	2.03846	2.03201	2.05235	2.09947	2.12767	2.29036	2.02099	1.31252	1.8013	1.70846	1.53495	1.04996	0.97814	0.55462	0.77153	0.42411	0.85097	0.98891	1.22376	1.27669	1.98093	1.79581	1.69356	1.55084	1.30451	0.76674	0.66996	0.64045	0.51695	0.46602	0.53453	0.48278	0.43186	0.38468	0.34138	0.34806	0.26179	1.02631
28	2.1656	0	0.09677	0.21428	0.40025	0.58733	0.7344	0.46289	0.35512	0.44578	0.40602	0.58249	1.2688	1.21855	1.24081	1.45026	1.73966	1.66886	1.48354	0.66061	0.57005	0.56418	0.72344	0.61382	1.25853	0.88847	1.05972	1.25908	1.31189	1.54335	1.88574	1.75044	1.83512	1.98669	1.96868	1.83786	1.85681	2.02551	2.08141	2.08141	2.02551	1.85681	1.83786	1.96868	1.98669	1.83512	1.75044	1.88574	1.54335	1.31189	1.25908	1.05972	0.88847	1.25853	0.61382	0.72344	0.56418	0.57005	0.66061	1.48354	1.66886	1.73966	1.45026	1.24081	1.21855	1.2688	0.58249	0.40602	0.44578	0.35512	0.46289	0.7344	0.58733	0.40025	0.21428	0.09677	0	2.1656
29	0.58741	0.44681	0.46807	0.43123	0.38983	0.34148	0.29359	0	0.26667	0.44304	0.38656	1.15398	0.69038	1.70124	1.40159	1.8103	1.50651	1.4367	0.8763	0.60701	0.88432	0.91507	0.56491	1.22965	0.847	1.25219	0.78296	1.18654	0.91022	1.23726	1.31254	1.50524	1.48837	1.54352	1.55721	1.54799	1.55488	1.57789	1.57798	1.57798	1.57789	1.55488	1.54799	1.55721	1.54352	1.48837	1.50524	1.31254	1.23726	0.91022	1.18654	0.78296	1.25219	0.847	1.22965	0.56491	0.91507	0.88432	0.60701	0.8763	1.4367	1.50651	1.8103	1.40159	1.70124	0.69038	1.15398	0.38656	0.44304	0.26667	0	0.29359	0.34148	0.38983	0.43123	0.46807	0.44681	0.58741
30	0	0.33356	0.59588	0.6167	0.60263	0.55063	0.48178	0.46115	0.41645	0.15999	0.07908	0.22729	0.46646	0.90397	0.98034	1.75908	1.51937	1.35753	1.2668	1.26715	0.94189	0.80332	0.75021	0.94715	1.01435	0.93893	1.10945	1.26986	1.14456	1.22599	1.32809	1.0825	0.98391	1.24303	1.32146	1.36866	1.40105	1.41863	1.40498	1.40498	1.41863	1.40105	1.36866	1.32146	1.24303	0.98391	1.0825	1.32809	1.22599	1.14456	1.26986	1.10945	0.93893	1.01435	0.94715	0.75021	0.80332	0.94189	1.26715	1.2668	1.35753	1.51937	1.75908	0.98034	0.90397	0.46646	0.22729	0.07908	0.15999	0.41645	0.46115	0.48178	0.55063	0.60263	0.6167	0.59588	0.33356	0
31	0.09731	0.92745	0.93143	0.92239	0.82723	0.70535	0.57429	0.37991	0.57559	0.2669	0.2883	0.3984	0.67131	0.65655	1.08009	1.15311	1.44747	1.47369	1.18201	0.73907	0.71356	0.5498	0.19948	0.32575	0.34202	0.1969	0.43572	0.57761	1.81924	1.65817	1.48771	1.93276	2.3351	2.46494	2.43654	2.21009	2.22632	2.48523	2.54609	2.54609	2.48523	2.22632	2.21009	2.43654	2.46494	2.3351	1.93276	1.48771	1.65817	1.81924	0.57761	0.43572	0.1969	0.34202	0.32575	0.19948	0.5498	0.71356	0.73907	1.18201	1.47369	1.44747	1.15311	1.08009	0.65655	0.67131	0.3984	0.2883	0.2669	0.57559	0.37991	0.57429	0.70535	0.82723	0.92239	0.93143	0.92745	0.09731
32	3.32056	0	0	0	0	0	0.60929	6.512	7.157	7.35208	6.51937	5.21596	3.85923	1.86897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86897	3.85923	5.21596	6.51937	7.35208	7.157	6.512	0.60929	0	0	0	0	0	3.32056
33	0	0.42478	0.44267	0.38092	0.28439	0.18661	0.10942	0.26613	0.02482	0.27296	0.49307	0.30387	0.36372	0.66147	1.10309	1.60139	1.41654	1.11952	0.89122	0.73961	0.20368	0.23525	0.55576	0.15255	9.36081E-4	0.54346	1.06259	1.08268	1.21008	1.74081	1.19951	1.18929	1.49529	1.64019	1.71057	1.72153	1.73964	1.76491	1.73075	1.73075	1.76491	1.73964	1.72153	1.71057	1.64019	1.49529	1.18929	1.19951	1.74081	1.21008	1.08268	1.06259	0.54346	9.36081E-4	0.15255	0.55576	0.23525	0.20368	0.73961	0.89122	1.11952	1.41654	1.60139	1.10309	0.66147	0.36372	0.30387	0.49307	0.27296	0.02482	0.26613	0.10942	0.18661	0.28439	0.38092	0.44267	0.42478	0
34	3.04914	0	0.05477	0	0	0.08468	0.19636	0.33683	0.16129	0.08959	0	0.1346	0.3536	0.95691	0.7405	1.13466	1.11538	1.29809	1.01624	0.72517	0.38128	0.3834	0.48062	0.39421	0.41178	0.48268	0	0.55031	0.45504	0.56373	0.91381	0.30519	0.9831	1.25476	1.35858	1.30427	1.33823	1.46045	1.42455	1.42455	1.46045	1.33823	1.30427	1.35858	1.25476	0.9831	0.30519	0.91381	0.56373	0.45504	0.55031	0	0.48268	0.41178	0.39421	0.48062	0.3834	0.38128	0.72517	1.01624	1.29809	1.11538	1.13466	0.7405	0.95691	0.3536	0.1346	0	0.08959	0.16129	0.33683	0.19636	0.08468	0	0	0.05477	0	3.04914
35	0.28995	0.46854	0.52279	0.54788	0.54445	0.5219	0.48412	0.36939	0.44513	0.17037	0.29248	0.16796	0.33137	0.40007	0.7066	1.17583	1.07712	0.94367	0.77361	0.71258	0.46768	0.56714	0.50765	0.43885	0	0.12792	0.15267	0.6015	0	0.57602	0.62127	0.70954	1.6438	1.95635	2.16485	2.21519	2.25426	2.28205	2.15169	2.15169	2.28205	2.25426	2.21519	2.16485	1.95635	1.6438	0.70954	0.62127	0.57602	0	0.6015	0.15267	0.12792	0	0.43885	0.50765	0.56714	0.46768	0.71258	0.77361	0.94367	1.07712	1.17583	0.7066	0.40007	0.33137	0.16796	0.29248	0.17037	0.44513	0.36939	0.48412	0.5219	0.54445	0.54788	0.52279	0.46854	0.28995
36	0.52077	0.21019	0.27449	0.29402	0.33373	0.37335	0.41296	0.50985	0.51174	0.14283	0.49493	0.3299	0.40709	0.14697	0.64133	0.68559	0.854	0.3063	1.47811	0.81895	0.49731	0.47879	0.67416	0.59695	0	0.10029	0.19776	0.52943	0.75524	0	0.16267	0.19439	1.00654	1.28465	1.52923	1.69508	1.72984	1.63353	1.45848	1.45848	1.63353	1.72984	1.69508	1.52923	1.28465	1.00654	0.19439	0.16267	0	0.75524	0.52943	0.19776	0.10029	0	0.59695	0.67416	0.47879	0.49731	0.81895	1.47811	0.3063	0.854	0.68559	0.64133	0.14697	0.40709	0.3299	0.49493	0.14283	0.51174	0.50985	0.41296	0.37335	0.33373	0.29402	0.27449	0.21019	0.52077
37	0	0.29779	0.38803	0.40395	0.39101	0.36098	0.32362	0.32918	0.40025	0	0	0.27557	0.51991	0.74933	0.63009	0.83515	0.80093	1.35448	0.57446	0.58799	0.39045	0	0.14149	0.37593	0.29313	0.53474	0.36314	0.49486	0.83069	1.15522	0.45663	0.38785	0.63521	0.52601	0.54617	0.61433	0.60068	0.50522	0.45776	0.45776	0.50522	0.60068	0.61433	0.54617	0.52601	0.63521	0.38785	0.45663	1.15522	0.83069	0.49486	0.36314	0.53474	0.29313	0.37593	0.14149	0	0.39045	0.58799	0.57446	1.35448	0.80093	0.83515	0.63009	0.74933	0.51991	0.27557	0	0	0.40025	0.32918	0.32362	0.36098	0.39101	0.40395	0.38803	0.29779	0
38	0.00993	0.19025	0.24901	0.30754	0.3468	0.37074	0.37723	0.36697	0.1597	0.22314	0.23242	0.15975	0.24288	0.54259	0.50052	0.67663	0.93421	0.91792	0.47006	0.19183	0	0.07287	0	0	0	0	0.51294	0.20186	0.70298	0.69044	0.02437	0.55307	0.61106	0.83844	0.98928	1.14044	1.16886	1.07454	0.98056	0.98056	1.07454	1.16886	1.14044	0.98928	0.83844	0.61106	0.55307	0.02437	0.69044	0.70298	0.20186	0.51294	0	0	0	0	0.07287	0	0.19183	0.47006	0.91792	0.93421	0.67663	0.50052	0.54259	0.24288	0.15975	0.23242	0.22314	0.1597	0.36697	0.37723	0.37074	0.3468	0.30754	0.24901	0.19025	0.00993
39	0.11166	0.22014	0.32486	0.41458	0.48045	0.51415	0.50783	0.18251	0.0286	0.19454	0.41089	0.3948	0.32213	0.22619	0.61415	0.77615	1.16391	0.59458	0.67694	0.25086	0.42984	0.47147	0.23211	0.08611	0.02081	0.27632	0.37128	0.14483	0.50055	0	0.61426	0.46389	0.9949	0.88878	0.89968	0.87211	0.85884	0.85988	0.82245	0.82245	0.85988	0.85884	0.87211	0.89968	0.88878	0.9949	0.46389	0.61426	0	0.50055	0.14483	0.37128	0.27632	0.02081	0.08611	0.23211	0.47147	0.42984	0.25086	0.67694	0.59458	1.16391	0.77615	0.61415	0.22619	0.32213	0.3948	0.41089	0.19454	0.0286	0.18251	0.50783	0.51415	0.48045	0.41458	0.32486	0.22014	0.11166
40	0.18006	0.01815	0.19217	0.34854	0.50669	0.63063	0.70238	0.59013	0.4308	0.02359	0.22204	0	0	0.05159	0.43709	0.87368	0.35464	0.74921	0.86957	0.65645	0.30545	0	0.10669	0	0	0.20313	0.22996	0.14312	0	0	0.32519	0.25277	0.17491	0.2057	0.22602	0.26465	0.2685	0.23757	0.22494	0.22494	0.23757	0.2685	0.26465	0.22602	0.2057	0.17491	0.25277	0.32519	0	0	0.14312	0.22996	0.20313	0	0	0.10669	0	0.30545	0.65645	0.86957	0.74921	0.35464	0.87368	0.43709	0.05159	0	0	0.22204	0.02359	0.4308	0.59013	0.70238	0.63063	0.50669	0.34854	0.19217	0.01815	0.18006
41	0.64589	0.0492	0.16114	0.20857	0.28768	0.34978	0.38436	0.29992	0.31515	0	0	0	0	0.00378	0.09862	0.98986	0.89641	0.80518	0.83242	0.52992	0.1159	0	0	0	0	0	0	0	0.63647	0.64359	0.84879	0.21244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21244	0.84879	0.64359	0.63647	0	0	0	0	0	0	0	0.1159	0.52992	0.83242	0.80518	0.89641	0.98986	0.09862	0.00378	0	0	0	0	0.31515	0.29992	0.38436	0.34978	0.28768	0.20857	0.16114	0.0492	0.64589
42	1.61571	0.06414	0.18477	0.14448	0.19745	0.24335	0.27182	0.05525	0.08945	0	0	0	0	0.12167	0.48406	0.66159	0.75358	0.84311	0.44771	0.05546	0	0	0	0	0	0	0.06186	0.15863	0.59171	0.51544	0.65275	0.34378	0.7195	0.67624	0.62193	0.48011	0.4747	0.6057	0.6492	0.6492	0.6057	0.4747	0.48011	0.62193	0.67624	0.7195	0.34378	0.65275	0.51544	0.59171	0.15863	0.06186	0	0	0	0	0	0	0.05546	0.44771	0.84311	0.75358	0.66159	0.48406	0.12167	0	0	0	0	0.08945	0.05525	0.27182	0.24335	0.19745	0.14448	0.18477	0.06414	1.61571
43	0	0.26649	0.42536	0.33423	0.22998	0.12495	0.05502	0.30594	0.4242	0.52071	0.17347	0.29761	0.21669	0.2537	0.59591	0.65478	0.18672	0.33707	0	0.38512	0	0	0	0	0	0	0	0	0.05186	0.47153	0.403	0.47584	0.52861	0.9714	1.0765	1.03129	1.08664	1.24255	1.24815	1.24815	1.24255	1.08664	1.03129	1.0765	0.9714	0.52861	0.47584	0.403	0.47153	0.05186	0	0	0	0	0	0	0	0	0.38512	0	0.33707	0.18672	0.65478	0.59591	0.2537	0.21669	0.29761	0.17347	0.52071	0.4242	0.30594	0.05502	0.12495	0.22998	0.33423	0.42536	0.26649	0
44	0.39256	3.55798	2.90127	2.16484	1.09606	0.01919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01919	1.09606	2.16484	2.90127	3.55798	0.39256
45	1.51464	0	0	0	0	0	0.44319	0.84122	0.69092	0.57741	0.47619	0.63475	0.36168	0.06897	0	0	0	0	0.05231	0	0	0	0	0.18346	0	0	0.07287	0.19632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19632	0.07287	0	0	0.18346	0	0	0	0	0.05231	0	0	0	0	0.06897	0.36168	0.63475	0.47619	0.57741	0.69092	0.84122	0.44319	0	0	0	0	0	1.51464
