lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
-3	0	0.05008	0.06262	0.06155	0.05637	0.04972	0.04393	0.06846	0.02939	0.0782	0.0661	0.02336	0.01836	0	0	0	0	0.09481	0.11259	0.17204	0.08677	0.16224	0.09838	0	0	0	0	0	0	0	0	0	0	0	0.01034	0.07536	0.07536	0.01034	0	0	0.01034	0.07536	0.07536	0.01034	0	0	0	0	0	0	0	0	0	0	0	0.09838	0.16224	0.08677	0.17204	0.11259	0.09481	0	0	0	0	0.01836	0.02336	0.0661	0.0782	0.02939	0.06846	0.04393	0.04972	0.05637	0.06155	0.06262	0.05008	0
-2	5.0274	0	0	0	0	0	3.12945	4.42099	4.60165	4.35083	3.57495	2.23551	0.92231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92231	2.23551	3.57495	4.35083	4.60165	4.42099	3.12945	0	0	0	0	0	5.0274
-1	0.94511	0	0	0	0	0.06479	0.20432	0.14413	0.37514	0.72953	0.69477	0.68474	0.68581	0.37691	0.05626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05626	0.37691	0.68581	0.68474	0.69477	0.72953	0.37514	0.14413	0.20432	0.06479	0	0	0	0	0.94511
0	19.04468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.04468
1	0.45082	0	0	0.07079	0.39688	0.59619	0.76361	0.73665	0.62328	0.37628	0.12661	0.56635	0.33579	0.01302	0	0	0.08759	0	0	1.48133	0.99121	1.33032	0.84723	0.82345	1.1584	0.94771	0	0	1.24494	1.81065	2.83717	6.26208	3.14004	3.90504	3.80107	3.65183	3.74746	4.08794	4.38316	4.38316	4.08794	3.74746	3.65183	3.80107	3.90504	3.14004	6.26208	2.83717	1.81065	1.24494	0	0	0.94771	1.1584	0.82345	0.84723	1.33032	0.99121	1.48133	0	0	0.08759	0	0	0.01302	0.33579	0.56635	0.12661	0.37628	0.62328	0.73665	0.76361	0.59619	0.39688	0.07079	0	0	0.45082
2	1.322	0	0	0	0.11831	0.32267	0.43993	0.5287	0.27758	0.18172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18172	0.27758	0.5287	0.43993	0.32267	0.11831	0	0	0	1.322
3	0.61234	0	0	0	0.53373	0.83411	1.04987	0.75211	0.5639	0.47681	0.19832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19832	0.47681	0.5639	0.75211	1.04987	0.83411	0.53373	0	0	0	0.61234
4	2.27726	0	0	0	0.03408	0.45473	0.64173	0.72947	0.50284	0.16767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16767	0.50284	0.72947	0.64173	0.45473	0.03408	0	0	0	2.27726
