lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
23	0.61985	0	0	0	0	0	0.49433	1.30157	1.66393	2.27104	2.76031	3.36965	3.38068	3.33499	3.12202	2.69101	3.44589	3.69691	3.63047	3.79697	3.90948	4.62327	4.625	4.79384	4.23889	4.67553	4.85638	5.1138	4.49417	4.83431	4.44971	5.00256	5.35224	5.40325	5.47947	5.51054	5.51692	5.4986	5.43513	5.43513	5.4986	5.51692	5.51054	5.47947	5.40325	5.35224	5.00256	4.44971	4.83431	4.49417	5.1138	4.85638	4.67553	4.23889	4.79384	4.625	4.62327	3.90948	3.79697	3.63047	3.69691	3.44589	2.69101	3.12202	3.33499	3.38068	3.36965	2.76031	2.27104	1.66393	1.30157	0.49433	0	0	0	0	0	0.61985
24	0.86434	0	0	0	0	0	0.5545	1.27738	1.95133	2.71477	3.24518	3.73732	3.56191	3.5062	3.07019	2.47977	3.00464	3.60925	3.63465	3.71023	4.08379	4.50573	4.74168	4.5595	3.95175	4.18468	4.26816	4.97819	4.65868	5.36386	4.7881	5.06279	5.44894	5.40216	5.42491	5.41322	5.40737	5.40737	5.37292	5.37292	5.40737	5.40737	5.41322	5.42491	5.40216	5.44894	5.06279	4.7881	5.36386	4.65868	4.97819	4.26816	4.18468	3.95175	4.5595	4.74168	4.50573	4.08379	3.71023	3.63465	3.60925	3.00464	2.47977	3.07019	3.5062	3.56191	3.73732	3.24518	2.71477	1.95133	1.27738	0.5545	0	0	0	0	0	0.86434
25	0.62007	0	0	0	0	0	0.37206	1.1184	1.44869	2.16827	2.71404	3.23552	3.14454	3.31713	3.02997	2.70895	3.12179	3.96546	4.12074	4.25342	4.19338	4.83405	4.82811	4.78428	4.41562	4.45035	4.27803	4.89935	4.89104	5.34422	4.95982	5.56764	5.42317	5.5663	5.57895	5.52727	5.54516	5.63262	5.65576	5.65576	5.63262	5.54516	5.52727	5.57895	5.5663	5.42317	5.56764	4.95982	5.34422	4.89104	4.89935	4.27803	4.45035	4.41562	4.78428	4.82811	4.83405	4.19338	4.25342	4.12074	3.96546	3.12179	2.70895	3.02997	3.31713	3.14454	3.23552	2.71404	2.16827	1.44869	1.1184	0.37206	0	0	0	0	0	0.62007
26	0.75291	0	0	0	0	0	0.46315	1.32592	1.77668	2.26383	2.77179	3.00862	3.11572	3.12924	2.95123	2.65246	3.13966	3.4869	4.13139	3.99334	4.17261	4.42968	4.66019	4.68749	4.29785	4.60809	4.97479	5.11271	4.95571	5.11373	5.17758	4.94412	5.12141	5.12025	5.12202	5.10542	5.10528	5.12159	5.11952	5.11952	5.12159	5.10528	5.10542	5.12202	5.12025	5.12141	4.94412	5.17758	5.11373	4.95571	5.11271	4.97479	4.60809	4.29785	4.68749	4.66019	4.42968	4.17261	3.99334	4.13139	3.4869	3.13966	2.65246	2.95123	3.12924	3.11572	3.00862	2.77179	2.26383	1.77668	1.32592	0.46315	0	0	0	0	0	0.75291
27	0.331	0	0	0	0	0	0.24579	1.01638	1.5922	2.25016	2.58236	3.05952	2.96187	2.8764	2.74086	2.59258	3.21494	3.09556	3.40429	3.85524	3.77091	4.51177	4.6451	4.76515	4.13397	4.50311	4.87459	5.48647	5.55407	5.11055	4.78105	4.79942	4.01437	4.23599	4.24506	4.31257	4.34027	4.32817	4.3745	4.3745	4.32817	4.34027	4.31257	4.24506	4.23599	4.01437	4.79942	4.78105	5.11055	5.55407	5.48647	4.87459	4.50311	4.13397	4.76515	4.6451	4.51177	3.77091	3.85524	3.40429	3.09556	3.21494	2.59258	2.74086	2.8764	2.96187	3.05952	2.58236	2.25016	1.5922	1.01638	0.24579	0	0	0	0	0	0.331
28	0.46163	0	0	0	0	0	0.34004	0.93989	1.36623	1.86067	2.42441	2.79122	2.8781	2.94238	3.23786	2.94255	3.33152	3.24902	3.58709	3.41188	3.49149	3.87839	3.86001	3.87508	3.83948	4.50633	5.08336	4.90165	4.40006	4.80735	4.76836	4.45391	4.64672	4.53201	4.43731	4.28688	4.27254	4.3943	4.46032	4.46032	4.3943	4.27254	4.28688	4.43731	4.53201	4.64672	4.45391	4.76836	4.80735	4.40006	4.90165	5.08336	4.50633	3.83948	3.87508	3.86001	3.87839	3.49149	3.41188	3.58709	3.24902	3.33152	2.94255	3.23786	2.94238	2.8781	2.79122	2.42441	1.86067	1.36623	0.93989	0.34004	0	0	0	0	0	0.46163
29	0.36432	0	0	0	0	0	0.20743	0.95216	1.21473	1.70126	2.11556	2.44878	2.81928	2.8026	2.88293	2.81756	3.20005	3.45108	3.56396	3.49522	3.38623	3.97638	3.8507	3.69958	3.62036	4.06709	4.11531	4.19248	4.0418	3.81104	4.11307	3.8417	4.24019	4.32365	4.28967	4.10516	4.11559	4.32096	4.37581	4.37581	4.32096	4.11559	4.10516	4.28967	4.32365	4.24019	3.8417	4.11307	3.81104	4.0418	4.19248	4.11531	4.06709	3.62036	3.69958	3.8507	3.97638	3.38623	3.49522	3.56396	3.45108	3.20005	2.81756	2.88293	2.8026	2.81928	2.44878	2.11556	1.70126	1.21473	0.95216	0.20743	0	0	0	0	0	0.36432
30	0.50974	0	0	0	0	0	0.28586	0.87794	1.16947	1.59891	1.90509	2.10071	2.22654	2.34964	2.1612	2.09502	2.55871	3.07678	3.39267	3.20657	3.14617	3.68496	3.46253	3.24703	3.43899	3.08072	3.65148	3.88215	3.91744	4.03459	4.18447	3.57605	3.85164	3.96516	4.0819	4.23319	4.24738	4.12447	4.03612	4.03612	4.12447	4.24738	4.23319	4.0819	3.96516	3.85164	3.57605	4.18447	4.03459	3.91744	3.88215	3.65148	3.08072	3.43899	3.24703	3.46253	3.68496	3.14617	3.20657	3.39267	3.07678	2.55871	2.09502	2.1612	2.34964	2.22654	2.10071	1.90509	1.59891	1.16947	0.87794	0.28586	0	0	0	0	0	0.50974
31	0.56645	0	0	0	0	0	0.42683	0.58343	0.86068	1.54378	1.81915	2.01019	2.03459	1.73079	1.69366	1.44434	2.33675	2.87204	2.6168	2.75297	3.16654	3.64103	3.63761	3.68684	3.34929	2.9051	3.19604	3.40547	3.4943	3.28675	3.32781	3.40949	3.372	3.47149	3.50449	3.51892	3.53135	3.54179	3.53367	3.53367	3.54179	3.53135	3.51892	3.50449	3.47149	3.372	3.40949	3.32781	3.28675	3.4943	3.40547	3.19604	2.9051	3.34929	3.68684	3.63761	3.64103	3.16654	2.75297	2.6168	2.87204	2.33675	1.44434	1.69366	1.73079	2.03459	2.01019	1.81915	1.54378	0.86068	0.58343	0.42683	0	0	0	0	0	0.56645
32	0.43361	0	0	0	0	0	0.27953	0.71442	0.95915	1.17167	1.59137	1.74199	1.72021	1.5157	1.80953	1.40306	1.82789	2.42509	2.60445	2.90429	3.18511	3.00975	3.58327	2.99937	2.91717	2.87928	3.34337	2.83462	2.796	2.9307	2.72992	3.35456	3.12746	3.06184	3.12031	3.28829	3.28009	3.0957	3.02082	3.02082	3.0957	3.28009	3.28829	3.12031	3.06184	3.12746	3.35456	2.72992	2.9307	2.796	2.83462	3.34337	2.87928	2.91717	2.99937	3.58327	3.00975	3.18511	2.90429	2.60445	2.42509	1.82789	1.40306	1.80953	1.5157	1.72021	1.74199	1.59137	1.17167	0.95915	0.71442	0.27953	0	0	0	0	0	0.43361
33	0.17587	0	0	0	0	0	0.16014	0.4859	0.64378	0.96105	1.01179	1.20131	1.6586	1.88081	1.75413	1.72858	2.13987	2.54317	2.30339	2.54318	2.71555	2.54045	2.48512	2.70785	2.69823	2.39905	2.18698	2.57343	2.33955	2.90969	2.18481	3.01713	3.41969	3.45079	3.55495	3.63064	3.63452	3.56662	3.47024	3.47024	3.56662	3.63452	3.63064	3.55495	3.45079	3.41969	3.01713	2.18481	2.90969	2.33955	2.57343	2.18698	2.39905	2.69823	2.70785	2.48512	2.54045	2.71555	2.54318	2.30339	2.54317	2.13987	1.72858	1.75413	1.88081	1.6586	1.20131	1.01179	0.96105	0.64378	0.4859	0.16014	0	0	0	0	0	0.17587
34	0.15248	0	0	0	0	0	0.17938	0.56752	0.72849	1.03511	1.16446	1.34413	1.21073	0.87107	1.04981	1.14035	1.51903	1.65072	1.88723	2.42708	2.51596	2.73001	2.48628	2.57495	2.16082	2.39915	2.60204	2.64097	2.18209	2.46332	2.47719	2.81067	2.63849	2.54767	2.48753	2.42927	2.41792	2.45348	2.49091	2.49091	2.45348	2.41792	2.42927	2.48753	2.54767	2.63849	2.81067	2.47719	2.46332	2.18209	2.64097	2.60204	2.39915	2.16082	2.57495	2.48628	2.73001	2.51596	2.42708	1.88723	1.65072	1.51903	1.14035	1.04981	0.87107	1.21073	1.34413	1.16446	1.03511	0.72849	0.56752	0.17938	0	0	0	0	0	0.15248
35	0.24251	0	0	0	0	0	0.19706	0.35278	0.62264	0.67521	0.80564	1.18996	1.37657	1.14489	1.30336	1.14298	1.60191	1.709	1.72989	1.89066	1.84041	1.68131	1.98862	1.91021	1.78696	1.84773	2.24385	2.11868	2.36275	2.09927	2.16577	2.56876	1.81021	1.85159	1.83994	1.9287	1.93387	1.85546	1.87745	1.87745	1.85546	1.93387	1.9287	1.83994	1.85159	1.81021	2.56876	2.16577	2.09927	2.36275	2.11868	2.24385	1.84773	1.78696	1.91021	1.98862	1.68131	1.84041	1.89066	1.72989	1.709	1.60191	1.14298	1.30336	1.14489	1.37657	1.18996	0.80564	0.67521	0.62264	0.35278	0.19706	0	0	0	0	0	0.24251
36	0.2456	0	0	0	0	0	0.23638	0.37588	0.56237	0.59056	0.76353	0.9383	0.91466	1.04966	1.50087	1.30643	1.62031	1.79005	1.56867	1.62037	1.43566	1.26037	1.26468	0.94001	0.72967	1.26181	1.99246	1.59449	1.8665	1.96181	2.09853	2.00205	2.37343	2.22691	2.15174	2.00988	1.99157	2.09679	2.13533	2.13533	2.09679	1.99157	2.00988	2.15174	2.22691	2.37343	2.00205	2.09853	1.96181	1.8665	1.59449	1.99246	1.26181	0.72967	0.94001	1.26468	1.26037	1.43566	1.62037	1.56867	1.79005	1.62031	1.30643	1.50087	1.04966	0.91466	0.9383	0.76353	0.59056	0.56237	0.37588	0.23638	0	0	0	0	0	0.2456
37	0.10636	0	0	0	0	0.00219	0.15552	0.06412	0.48551	0.48392	0.60938	0.52273	0.45405	0.76561	0.62069	1.00588	1.31163	1.28182	1.35548	1.46448	1.75713	1.62533	1.3801	0.94211	0.74543	1.31321	1.32938	1.80669	1.4164	1.68712	1.26138	1.53991	1.78257	1.65607	1.71041	1.82979	1.81398	1.66298	1.57701	1.57701	1.66298	1.81398	1.82979	1.71041	1.65607	1.78257	1.53991	1.26138	1.68712	1.4164	1.80669	1.32938	1.31321	0.74543	0.94211	1.3801	1.62533	1.75713	1.46448	1.35548	1.28182	1.31163	1.00588	0.62069	0.76561	0.45405	0.52273	0.60938	0.48392	0.48551	0.06412	0.15552	0.00219	0	0	0	0	0.10636
38	0.27627	0	0	0	0	0	0.16466	0.22875	0.23294	0.4232	0.55881	0.41976	0.52752	0.67115	0.66085	0.79639	0.96262	1.00493	1.21229	0.80407	0.90312	0.93992	0.91465	0.68694	1.38662	1.36103	1.2135	1.90609	1.34727	1.4033	1.49816	1.46048	1.39471	1.4821	1.59512	1.78823	1.79915	1.62789	1.53672	1.53672	1.62789	1.79915	1.78823	1.59512	1.4821	1.39471	1.46048	1.49816	1.4033	1.34727	1.90609	1.2135	1.36103	1.38662	0.68694	0.91465	0.93992	0.90312	0.80407	1.21229	1.00493	0.96262	0.79639	0.66085	0.67115	0.52752	0.41976	0.55881	0.4232	0.23294	0.22875	0.16466	0	0	0	0	0	0.27627
39	0.14299	0	0	0	0	0	0.09999	0	0.10375	0.10138	0.30876	0.35945	0.59721	0.47432	0.59529	0.89734	1.05527	1.17843	1.00219	0.74543	0.86723	0.77164	0.74423	0.59061	0.76316	0.63658	1.30378	1.71925	1.42054	0.96665	1.05361	0.89102	1.36355	1.15615	1.16986	1.21961	1.19368	1.09209	1.02652	1.02652	1.09209	1.19368	1.21961	1.16986	1.15615	1.36355	0.89102	1.05361	0.96665	1.42054	1.71925	1.30378	0.63658	0.76316	0.59061	0.74423	0.77164	0.86723	0.74543	1.00219	1.17843	1.05527	0.89734	0.59529	0.47432	0.59721	0.35945	0.30876	0.10138	0.10375	0	0.09999	0	0	0	0	0	0.14299
40	0.06223	0	0	0	0	0.00515	0.08217	0	0.24761	0.06516	0.22939	0.35401	0.38279	0.51191	0.37953	0.64625	0.72978	0.75453	0.77885	0.84133	0.77778	0.52815	0.80167	0.43869	0.6613	0.71793	0.76562	0.85172	0.62866	0.52759	0.37552	0.28909	0.4718	0.48283	0.58948	0.7597	0.76108	0.59362	0.48972	0.48972	0.59362	0.76108	0.7597	0.58948	0.48283	0.4718	0.28909	0.37552	0.52759	0.62866	0.85172	0.76562	0.71793	0.6613	0.43869	0.80167	0.52815	0.77778	0.84133	0.77885	0.75453	0.72978	0.64625	0.37953	0.51191	0.38279	0.35401	0.22939	0.06516	0.24761	0	0.08217	0.00515	0	0	0	0	0.06223
41	0.26877	0	0	0	0	0	0.17017	0.08363	0.36071	0.41232	0.33824	0.51912	0.274	0.30962	0.12442	0.02508	0.17926	0.66123	0.62484	0.44912	0.84632	0.43861	0.44894	0.72174	0.5384	0.49102	0.5572	0.73184	0.79666	0.47272	0.5145	0.56704	0.19511	0.12304	0.1631	0.35396	0.34495	0.13607	0.078	0.078	0.13607	0.34495	0.35396	0.1631	0.12304	0.19511	0.56704	0.5145	0.47272	0.79666	0.73184	0.5572	0.49102	0.5384	0.72174	0.44894	0.43861	0.84632	0.44912	0.62484	0.66123	0.17926	0.02508	0.12442	0.30962	0.274	0.51912	0.33824	0.41232	0.36071	0.08363	0.17017	0	0	0	0	0	0.26877
42	0.13902	0	0	0	0	0	0.13978	0.0632	0.05386	0.17749	0.18849	0.16171	0.09938	0.24449	0.25654	0.24293	0.33971	0.73795	0.56396	0.43006	0.70086	0.74132	0.39969	0.33654	0.12632	0.80811	0.78878	0.90994	0.78508	0.85871	0.58572	0.32351	0.74117	0.31765	0.2647	0.21176	0.15882	0.10588	0.05294	0.05294	0.10588	0.15882	0.21176	0.2647	0.31765	0.74117	0.32351	0.58572	0.85871	0.78508	0.90994	0.78878	0.80811	0.12632	0.33654	0.39969	0.74132	0.70086	0.43006	0.56396	0.73795	0.33971	0.24293	0.25654	0.24449	0.09938	0.16171	0.18849	0.17749	0.05386	0.0632	0.13978	0	0	0	0	0	0.13902
43	0.17212	0	0	0	0	0	0.15648	0.14478	0.09612	0.07466	0.17846	0.17213	0.00372	0	0.11383	0.01634	0.22418	0.72959	0.46926	0.5569	0.55536	0.37779	0.50935	0.22783	0	0	0	0	0	0.09242	0.07535	0.38688	0.56929	0.57387	0.62784	0.68507	0.68564	0.62956	0.57673	0.57673	0.62956	0.68564	0.68507	0.62784	0.57387	0.56929	0.38688	0.07535	0.09242	0	0	0	0	0	0.22783	0.50935	0.37779	0.55536	0.5569	0.46926	0.72959	0.22418	0.01634	0.11383	0	0.00372	0.17213	0.17846	0.07466	0.09612	0.14478	0.15648	0	0	0	0	0	0.17212
44	0.12843	0	0	0	0	0	0.09558	0.12363	0.04903	0	0.177	0.35288	0.31175	0.14327	0.25814	0.32425	0.35611	0.26465	0.17957	0	0	0	0.11832	0.32567	0.06685	0.29323	0.54245	0.30601	0.17507	0	0	0	0.15192	0.56222	0.73637	0.83591	0.88719	0.89023	0.81865	0.81865	0.89023	0.88719	0.83591	0.73637	0.56222	0.15192	0	0	0	0.17507	0.30601	0.54245	0.29323	0.06685	0.32567	0.11832	0	0	0	0.17957	0.26465	0.35611	0.32425	0.25814	0.14327	0.31175	0.35288	0.177	0	0.04903	0.12363	0.09558	0	0	0	0	0	0.12843
45	0	0.01073	0.01921	0.00582	0	0	0	0	0.01101	0.02172	0.01493	0	0	0.06134	0	0.28509	0.38585	0.28735	0.22206	0.36108	0.60455	0.33413	0.42021	0.22766	0.32145	0.53688	0.29622	0.5902	0.1845	0.00738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00738	0.1845	0.5902	0.29622	0.53688	0.32145	0.22766	0.42021	0.33413	0.60455	0.36108	0.22206	0.28735	0.38585	0.28509	0	0.06134	0	0	0.01493	0.02172	0.01101	0	0	0	0	0.00582	0.01921	0.01073	0
