8	2.35604	1.12699	1.34404	1.34637	1.41086	1.46586	1.51929	1.52006	1.58502	1.60131	1.78441	1.91194	1.77554	1.94103	2.50201	2.70306	2.84179	2.95326	3.06741	3.28722	3.67373	3.91696	3.80074	3.30876	2.55413	2.40939	1.92602	1.45609	1.70291	1.3687	1.09	0.92778	1.81603	1.49959	1.45167	1.36478	1.32523	1.333	1.30182	1.30182	1.333	1.32523	1.36478	1.45167	1.49959	1.81603	0.92778	1.09	1.3687	1.70291	1.45609	1.92602	2.40939	2.55413	3.30876	3.80074	3.91696	3.67373	3.28722	3.06741	2.95326	2.84179	2.70306	2.50201	1.94103	1.77554	1.91194	1.78441	1.60131	1.58502	1.52006	1.51929	1.46586	1.41086	1.34637	1.34404	1.12699	2.35604
9	3.33115	1.56456	1.78042	1.70325	1.73509	1.79094	1.89451	2.24772	2.50578	2.64304	2.44789	3.14716	3.35768	3.24439	3.4324	3.47648	3.5636	3.77501	3.95344	4.36414	4.79548	4.37141	4.25749	4.13092	3.50675	3.1819	2.62269	2.05807	1.87385	1.44465	1.44886	1.17803	1.94877	1.50555	1.45225	1.44124	1.38584	1.28605	1.22854	1.22854	1.28605	1.38584	1.44124	1.45225	1.50555	1.94877	1.17803	1.44886	1.44465	1.87385	2.05807	2.62269	3.1819	3.50675	4.13092	4.25749	4.37141	4.79548	4.36414	3.95344	3.77501	3.5636	3.47648	3.4324	3.24439	3.35768	3.14716	2.44789	2.64304	2.50578	2.24772	1.89451	1.79094	1.73509	1.70325	1.78042	1.56456	3.33115
10	3.84707	1.68715	1.94587	1.86694	1.92581	2.01449	2.15717	2.42835	2.89937	2.83795	3.25624	3.56477	3.89947	4.11806	4.44401	4.89274	5.13955	5.39556	5.75619	6.22715	5.9751	5.50904	5.39432	4.97974	4.19425	3.9775	3.23779	3.11327	2.34993	2.54704	2.2905	2.40955	1.69077	1.71238	1.71683	1.852	1.8547	1.72493	1.72588	1.72588	1.72493	1.8547	1.852	1.71683	1.71238	1.69077	2.40955	2.2905	2.54704	2.34993	3.11327	3.23779	3.9775	4.19425	4.97974	5.39432	5.50904	5.9751	6.22715	5.75619	5.39556	5.13955	4.89274	4.44401	4.11806	3.89947	3.56477	3.25624	2.83795	2.89937	2.42835	2.15717	2.01449	1.92581	1.86694	1.94587	1.68715	3.84707
11	4.57129	1.90794	2.23544	2.16233	2.26188	2.39587	2.58909	2.89136	3.34261	3.53568	3.88068	4.44173	4.60383	5.46152	6.06777	6.27041	6.67019	6.90329	6.87271	7.18221	6.87367	6.3279	5.82043	5.06647	4.60006	4.38916	3.99036	3.24514	3.13096	3.01424	2.73172	3.35665	3.37794	3.12785	3.06074	3.02071	2.98945	2.96696	2.97155	2.97155	2.96696	2.98945	3.02071	3.06074	3.12785	3.37794	3.35665	2.73172	3.01424	3.13096	3.24514	3.99036	4.38916	4.60006	5.06647	5.82043	6.3279	6.87367	7.18221	6.87271	6.90329	6.67019	6.27041	6.06777	5.46152	4.60383	4.44173	3.88068	3.53568	3.34261	2.89136	2.58909	2.39587	2.26188	2.16233	2.23544	1.90794	4.57129
12	6.97411	1.6337	2.17523	2.09833	2.39429	2.75147	3.17482	3.87035	3.84997	4.2758	4.76735	5.21185	5.73083	6.22625	6.65684	6.83048	7.62664	7.88126	7.89883	7.98864	7.356	7.27045	6.4975	6.02227	5.25812	5.19273	4.55663	3.81997	4.45049	4.35658	3.73668	4.24962	4.07861	4.0086	3.89965	3.73249	3.72374	3.8734	3.96485	3.96485	3.8734	3.72374	3.73249	3.89965	4.0086	4.07861	4.24962	3.73668	4.35658	4.45049	3.81997	4.55663	5.19273	5.25812	6.02227	6.4975	7.27045	7.356	7.98864	7.89883	7.88126	7.62664	6.83048	6.65684	6.22625	5.73083	5.21185	4.76735	4.2758	3.84997	3.87035	3.17482	2.75147	2.39429	2.09833	2.17523	1.6337	6.97411
13	7.75085	2.23843	2.77982	2.63731	2.87662	3.19256	3.60684	4.4301	4.56276	5.31711	5.57749	6.39421	6.83407	6.94968	7.51137	7.80958	7.77987	8.06325	8.38512	8.38264	8.41123	8.06499	7.62288	7.58421	6.71489	6.00953	5.59867	4.85824	3.96713	4.19829	3.57968	3.19059	4.09279	3.75025	3.83362	4.02301	3.9802	3.70516	3.53616	3.53616	3.70516	3.9802	4.02301	3.83362	3.75025	4.09279	3.19059	3.57968	4.19829	3.96713	4.85824	5.59867	6.00953	6.71489	7.58421	7.62288	8.06499	8.41123	8.38264	8.38512	8.06325	7.77987	7.80958	7.51137	6.94968	6.83407	6.39421	5.57749	5.31711	4.56276	4.4301	3.60684	3.19256	2.87662	2.63731	2.77982	2.23843	7.75085
14	6.75653	2.64144	3.29292	3.3586	3.69647	4.06495	4.48118	4.98076	5.50122	5.80377	6.22506	6.81836	7.29045	7.97168	8.10448	8.30294	8.43707	8.37753	8.39441	8.41342	8.39683	8.44161	8.24327	8.57884	7.9459	7.57517	6.9334	6.88882	5.93466	5.84297	5.01932	4.58875	5.1817	4.9666	5.01092	5.12353	5.09664	4.93025	4.83216	4.83216	4.93025	5.09664	5.12353	5.01092	4.9666	5.1817	4.58875	5.01932	5.84297	5.93466	6.88882	6.9334	7.57517	7.9459	8.57884	8.24327	8.44161	8.39683	8.41342	8.39441	8.37753	8.43707	8.30294	8.10448	7.97168	7.29045	6.81836	6.22506	5.80377	5.50122	4.98076	4.48118	4.06495	3.69647	3.3586	3.29292	2.64144	6.75653
15	7.99777	2.58337	3.3102	3.34781	3.76674	4.25075	4.81508	5.62414	6.38199	6.69649	7.08915	7.53421	8.07399	8.69515	9.11928	9.18939	9.33503	9.07625	8.96469	9.45574	9.33437	8.74687	8.55177	8.53159	8.37754	8.03332	7.81316	7.6051	7.07664	6.179	5.58688	5.16811	5.4279	4.85429	4.70588	4.69217	4.62047	4.49077	4.49579	4.49579	4.49077	4.62047	4.69217	4.70588	4.85429	5.4279	5.16811	5.58688	6.179	7.07664	7.6051	7.81316	8.03332	8.37754	8.53159	8.55177	8.74687	9.33437	9.45574	8.96469	9.07625	9.33503	9.18939	9.11928	8.69515	8.07399	7.53421	7.08915	6.69649	6.38199	5.62414	4.81508	4.25075	3.76674	3.34781	3.3102	2.58337	7.99777
16	9.28645	3.52558	4.25988	4.16761	4.4392	4.7531	5.14112	5.61047	6.18363	6.7014	7.27966	7.83444	8.73393	9.34887	9.71407	10.0069	9.83211	9.87058	9.49178	9.71443	9.58613	9.91461	10.09356	9.36994	9.33409	8.66128	8.39478	7.95835	7.52965	7.40851	6.05279	6.24914	5.88486	5.86677	5.84297	5.88875	5.88648	5.83618	5.85546	5.85546	5.83618	5.88648	5.88875	5.84297	5.86677	5.88486	6.24914	6.05279	7.40851	7.52965	7.95835	8.39478	8.66128	9.33409	9.36994	10.09356	9.91461	9.58613	9.71443	9.49178	9.87058	9.83211	10.0069	9.71407	9.34887	8.73393	7.83444	7.27966	6.7014	6.18363	5.61047	5.14112	4.7531	4.4392	4.16761	4.25988	3.52558	9.28645
17	10.2139	2.96481	3.95134	4.04235	4.62906	5.26876	5.96301	6.5184	7.24908	7.76226	8.39767	8.94814	8.99209	9.39719	9.74395	9.95489	9.9616	10.09044	10.42546	10.45952	10.25976	10.32753	10.31892	10.26904	9.77831	9.07237	9.02325	8.53594	8.04689	8.20545	7.90321	7.73098	7.09814	7.1704	7.13572	7.16896	7.17799	7.16282	7.21556	7.21556	7.16282	7.17799	7.16896	7.13572	7.1704	7.09814	7.73098	7.90321	8.20545	8.04689	8.53594	9.02325	9.07237	9.77831	10.26904	10.31892	10.32753	10.25976	10.45952	10.42546	10.09044	9.9616	9.95489	9.74395	9.39719	8.99209	8.94814	8.39767	7.76226	7.24908	6.5184	5.96301	5.26876	4.62906	4.04235	3.95134	2.96481	10.2139
18	8.55605	4.27788	5.0375	5.05668	5.33717	5.65079	6.04572	6.70875	7.4368	7.70419	8.49131	9.39792	9.94894	10.15868	10.4289	9.99796	10.06103	10.45287	10.38354	10.6652	10.60372	10.71571	11.22731	11.1314	10.78314	10.32745	10.04297	9.3992	9.27073	8.93133	8.18706	8.26266	7.75135	7.83794	7.84219	7.9093	7.92012	7.87466	7.89205	7.89205	7.87466	7.92012	7.9093	7.84219	7.83794	7.75135	8.26266	8.18706	8.93133	9.27073	9.3992	10.04297	10.32745	10.78314	11.1314	11.22731	10.71571	10.60372	10.6652	10.38354	10.45287	10.06103	9.99796	10.4289	10.15868	9.94894	9.39792	8.49131	7.70419	7.4368	6.70875	6.04572	5.65079	5.33717	5.05668	5.0375	4.27788	8.55605
19	10.3313	3.7727	4.76968	4.85995	5.37716	5.92874	6.53186	7.03413	7.60633	8.5047	8.82205	9.30146	10.18601	10.47512	10.36984	10.73749	10.85533	11.16158	11.5896	11.65026	11.47806	11.74227	11.44581	11.48576	11.48804	10.95612	10.14863	10.50468	9.72395	9.88896	9.41828	9.58457	8.41786	8.50433	8.43555	8.48226	8.49307	8.46797	8.55837	8.55837	8.46797	8.49307	8.48226	8.43555	8.50433	8.41786	9.58457	9.41828	9.88896	9.72395	10.50468	10.14863	10.95612	11.48804	11.48576	11.44581	11.74227	11.47806	11.65026	11.5896	11.16158	10.85533	10.73749	10.36984	10.47512	10.18601	9.30146	8.82205	8.5047	7.60633	7.03413	6.53186	5.92874	5.37716	4.85995	4.76968	3.7727	10.3313
20	11.03985	3.5741	4.64091	4.74342	5.35143	6.01415	6.7419	7.68935	8.23989	8.78471	9.04732	9.75839	10.15204	10.7243	10.86996	11.35391	11.45479	11.79105	11.58835	12.38321	12.114	12.30882	12.21458	12.27153	11.79221	11.47065	10.56365	10.62408	10.43461	9.7834	9.45386	9.68733	9.7192	9.91674	10.03102	10.13144	10.15613	10.1051	10.04019	10.04019	10.1051	10.15613	10.13144	10.03102	9.91674	9.7192	9.68733	9.45386	9.7834	10.43461	10.62408	10.56365	11.47065	11.79221	12.27153	12.21458	12.30882	12.114	12.38321	11.58835	11.79105	11.45479	11.35391	10.86996	10.7243	10.15204	9.75839	9.04732	8.78471	8.23989	7.68935	6.7419	6.01415	5.35143	4.74342	4.64091	3.5741	11.03985
21	11.85366	3.72739	4.83081	4.88697	5.48283	6.12889	6.83469	7.53499	7.9977	8.72384	9.37566	10.12922	10.42675	10.95222	11.48651	11.58932	11.90973	12.02569	12.44902	12.57919	12.70051	13.12925	13.27129	12.90522	12.75523	12.67621	12.10264	11.20373	10.99072	10.79501	10.34475	10.34131	10.47541	10.5571	10.5792	10.5501	10.56031	10.60984	10.60815	10.60815	10.60984	10.56031	10.5501	10.5792	10.5571	10.47541	10.34131	10.34475	10.79501	10.99072	11.20373	12.10264	12.67621	12.75523	12.90522	13.27129	13.12925	12.70051	12.57919	12.44902	12.02569	11.90973	11.58932	11.48651	10.95222	10.42675	10.12922	9.37566	8.72384	7.9977	7.53499	6.83469	6.12889	5.48283	4.88697	4.83081	3.72739	11.85366
22	12.30581	4.04852	5.17494	5.21092	5.78695	6.40953	7.09325	7.64982	8.62625	8.9035	9.34766	10.08423	10.68725	11.02194	11.4222	11.82127	12.27078	12.52555	12.64256	13.26687	13.15428	13.12726	13.39724	13.59676	12.99637	13.02359	12.21405	12.0076	11.79985	11.5615	10.98207	11.26732	10.88808	11.11161	11.17995	11.25704	11.28498	11.26377	11.25131	11.25131	11.26377	11.28498	11.25704	11.17995	11.11161	10.88808	11.26732	10.98207	11.5615	11.79985	12.0076	12.21405	13.02359	12.99637	13.59676	13.39724	13.12726	13.15428	13.26687	12.64256	12.52555	12.27078	11.82127	11.4222	11.02194	10.68725	10.08423	9.34766	8.9035	8.62625	7.64982	7.09325	6.40953	5.78695	5.21092	5.17494	4.04852	12.30581
23	12.01607	3.94646	5.10095	5.19435	5.81785	6.4817	7.19534	7.75205	8.4016	9.14189	9.87714	10.23637	10.56058	11.0879	11.59657	11.94417	11.9457	12.78849	12.85055	13.20385	13.68727	14.11104	14.4617	14.34384	13.89424	13.5989	13.19203	12.87729	12.18609	12.23128	11.64146	11.80403	12.23995	12.52476	12.74778	12.94394	12.97954	12.85458	12.70276	12.70276	12.85458	12.97954	12.94394	12.74778	12.52476	12.23995	11.80403	11.64146	12.23128	12.18609	12.87729	13.19203	13.5989	13.89424	14.34384	14.4617	14.11104	13.68727	13.20385	12.85055	12.78849	11.9457	11.94417	11.59657	11.0879	10.56058	10.23637	9.87714	9.14189	8.4016	7.75205	7.19534	6.4817	5.81785	5.19435	5.10095	3.94646	12.01607
24	11.31855	4.53839	5.52968	5.52587	5.95413	6.42888	6.98747	7.57557	8.49452	8.97199	9.82601	10.61667	11.18809	11.43628	11.81681	11.86823	12.53982	12.75259	13.42975	14.12944	14.52971	14.96293	15.32559	15.16606	14.39488	13.88687	13.41995	12.43334	12.53627	11.99855	11.68546	12.11741	11.8481	12.04059	12.21397	12.48854	12.5126	12.28616	12.1609	12.1609	12.28616	12.5126	12.48854	12.21397	12.04059	11.8481	12.11741	11.68546	11.99855	12.53627	12.43334	13.41995	13.88687	14.39488	15.16606	15.32559	14.96293	14.52971	14.12944	13.42975	12.75259	12.53982	11.86823	11.81681	11.43628	11.18809	10.61667	9.82601	8.97199	8.49452	7.57557	6.98747	6.42888	5.95413	5.52587	5.52968	4.53839	11.31855
25	10.35844	3.97877	5.07835	5.28138	5.90541	6.55944	7.258	7.72348	8.66723	9.25612	10.09818	10.53568	11.29246	11.58031	12.02848	12.49678	12.92046	13.75232	13.90895	14.56732	14.92827	14.95189	15.11602	14.82939	14.6813	13.90831	13.61734	13.24775	12.80302	13.04682	13.38387	13.47351	13.38218	13.52115	13.5764	13.61411	13.63148	13.62852	13.60801	13.60801	13.62852	13.63148	13.61411	13.5764	13.52115	13.38218	13.47351	13.38387	13.04682	12.80302	13.24775	13.61734	13.90831	14.6813	14.82939	15.11602	14.95189	14.92827	14.56732	13.90895	13.75232	12.92046	12.49678	12.02848	11.58031	11.29246	10.53568	10.09818	9.25612	8.66723	7.72348	7.258	6.55944	5.90541	5.28138	5.07835	3.97877	10.35844
