32	8.35591	3.0817	3.98074	4.18354	4.77288	5.43205	6.17746	6.93388	7.88929	8.57214	9.48305	10.57325	11.46245	12.62003	13.53698	14.32454	14.67886	15.38418	16.16936	16.45868	16.50582	16.36986	16.78155	16.58919	17.02761	17.86705	18.43344	18.69334	19.25651	19.91208	20.96211	21.58475	22.49198	22.55323	22.83505	23.1399	23.14755	22.85802	22.59151	22.59151	22.85802	23.14755	23.1399	22.83505	22.55323	22.49198	21.58475	20.96211	19.91208	19.25651	18.69334	18.43344	17.86705	17.02761	16.58919	16.78155	16.36986	16.50582	16.45868	16.16936	15.38418	14.67886	14.32454	13.53698	12.62003	11.46245	10.57325	9.48305	8.57214	7.88929	6.93388	6.17746	5.43205	4.77288	4.18354	3.98074	3.0817	8.35591
33	7.86868	3.22485	3.93521	3.98797	4.37832	4.85221	5.44562	6.25016	6.95662	8.28313	9.00097	10.06638	11.00647	12.41671	12.88382	13.51716	14.21841	14.7498	15.59215	16.12694	16.46704	16.68498	16.72082	17.09432	17.81812	18.07725	17.809	18.27814	18.85302	19.55256	20.09286	20.59056	20.71721	20.96414	21.32652	21.86661	21.89748	21.41912	21.11848	21.11848	21.41912	21.89748	21.86661	21.32652	20.96414	20.71721	20.59056	20.09286	19.55256	18.85302	18.27814	17.809	18.07725	17.81812	17.09432	16.72082	16.68498	16.46704	16.12694	15.59215	14.7498	14.21841	13.51716	12.88382	12.41671	11.00647	10.06638	9.00097	8.28313	6.95662	6.25016	5.44562	4.85221	4.37832	3.98797	3.93521	3.22485	7.86868
34	7.88016	3.26192	3.87865	3.82992	4.11185	4.48497	4.99391	5.84627	6.61178	7.26642	8.46036	9.60117	10.82566	11.64248	12.41748	13.41497	13.98903	14.4048	14.9064	15.35356	15.25502	15.44121	16.01422	16.28939	16.62167	16.54139	17.29293	17.445	18.04405	18.40751	19.28797	20.33357	20.87397	21.42211	21.86136	22.27341	22.34193	22.06692	21.7647	21.7647	22.06692	22.34193	22.27341	21.86136	21.42211	20.87397	20.33357	19.28797	18.40751	18.04405	17.445	17.29293	16.54139	16.62167	16.28939	16.01422	15.44121	15.25502	15.35356	14.9064	14.4048	13.98903	13.41497	12.41748	11.64248	10.82566	9.60117	8.46036	7.26642	6.61178	5.84627	4.99391	4.48497	4.11185	3.82992	3.87865	3.26192	7.88016
35	6.92137	2.42589	3.1428	3.28861	3.77537	4.33813	4.99266	5.82334	6.48584	7.23265	8.23564	9.30676	10.14448	10.79191	11.36989	12.2653	12.8989	13.4511	14.067	14.6653	15.49351	15.1369	15.60329	16.16385	16.16234	16.56855	16.65229	16.7313	17.18799	17.30751	18.6314	19.36777	19.89385	20.07608	20.42399	20.86225	20.88503	20.49233	20.18997	20.18997	20.49233	20.88503	20.86225	20.42399	20.07608	19.89385	19.36777	18.6314	17.30751	17.18799	16.7313	16.65229	16.56855	16.16234	16.16385	15.60329	15.1369	15.49351	14.6653	14.067	13.4511	12.8989	12.2653	11.36989	10.79191	10.14448	9.30676	8.23564	7.23265	6.48584	5.82334	4.99266	4.33813	3.77537	3.28861	3.1428	2.42589	6.92137
36	5.71389	2.75576	3.33314	3.44625	3.77964	4.17344	4.65986	5.3818	5.99542	6.62163	7.61799	8.77158	9.63267	10.32748	10.97271	11.30706	12.2734	13.06692	13.44199	14.16905	14.47048	14.54872	14.96108	15.05464	15.74076	15.98199	16.41527	16.26889	17.15111	17.58566	18.51271	18.89164	19.37194	19.5664	19.84974	20.18828	20.21259	19.92267	19.68794	19.68794	19.92267	20.21259	20.18828	19.84974	19.5664	19.37194	18.89164	18.51271	17.58566	17.15111	16.26889	16.41527	15.98199	15.74076	15.05464	14.96108	14.54872	14.47048	14.16905	13.44199	13.06692	12.2734	11.30706	10.97271	10.32748	9.63267	8.77158	7.61799	6.62163	5.99542	5.3818	4.65986	4.17344	3.77964	3.44625	3.33314	2.75576	5.71389
37	6.31035	1.69973	2.35914	2.50119	3.00667	3.59765	4.27849	5.10309	5.65503	6.47191	7.35966	8.14785	8.7838	9.64591	9.82477	10.9557	11.42576	12.6528	13.35112	13.91933	13.64583	14.20959	14.29369	14.27363	14.5754	14.53211	14.89102	15.39662	15.42915	16.77547	16.96213	18.55865	18.25762	19.20091	19.68865	20.12307	20.24098	20.04238	19.79046	19.79046	20.04238	20.24098	20.12307	19.68865	19.20091	18.25762	18.55865	16.96213	16.77547	15.42915	15.39662	14.89102	14.53211	14.5754	14.27363	14.29369	14.20959	13.64583	13.91933	13.35112	12.6528	11.42576	10.9557	9.82477	9.64591	8.7838	8.14785	7.35966	6.47191	5.65503	5.10309	4.27849	3.59765	3.00667	2.50119	2.35914	1.69973	6.31035
38	4.93649	2.28119	2.70208	2.72267	2.94792	3.24532	3.64927	4.24662	4.99316	5.66477	6.54987	7.58019	8.52203	9.57195	10.06074	10.71798	11.10631	11.92483	12.27842	12.49573	12.59159	12.85775	12.93942	13.21753	13.62819	13.89301	14.36435	14.36788	14.85567	16.13622	16.77726	17.03176	17.49945	17.88847	18.10684	18.22147	18.27009	18.25272	18.13161	18.13161	18.25272	18.27009	18.22147	18.10684	17.88847	17.49945	17.03176	16.77726	16.13622	14.85567	14.36788	14.36435	13.89301	13.62819	13.21753	12.93942	12.85775	12.59159	12.49573	12.27842	11.92483	11.10631	10.71798	10.06074	9.57195	8.52203	7.58019	6.54987	5.66477	4.99316	4.24662	3.64927	3.24532	2.94792	2.72267	2.70208	2.28119	4.93649
39	3.85325	1.56272	2.08264	2.30742	2.72584	3.19454	3.72097	4.32618	4.79752	5.36902	6.26252	7.07358	7.71902	8.66436	8.92177	9.70333	9.92982	11.02959	11.2768	11.87024	11.89141	12.08927	12.28476	12.42725	12.38417	13.04515	12.84378	13.23812	13.61021	14.6708	15.08943	16.28442	16.93747	17.16699	17.42135	17.60692	17.63561	17.50742	17.31045	17.31045	17.50742	17.63561	17.60692	17.42135	17.16699	16.93747	16.28442	15.08943	14.6708	13.61021	13.23812	12.84378	13.04515	12.38417	12.42725	12.28476	12.08927	11.89141	11.87024	11.2768	11.02959	9.92982	9.70333	8.92177	8.66436	7.71902	7.07358	6.26252	5.36902	4.79752	4.32618	3.72097	3.19454	2.72584	2.30742	2.08264	1.56272	3.85325
40	5.01924	1.39246	1.81857	1.82721	2.1181	2.48666	2.94579	3.60689	3.88181	4.64733	5.54957	6.43436	7.2674	7.64521	8.34705	9.17226	9.85437	10.22118	10.64188	10.94507	11.26233	10.9818	11.27392	11.59519	11.84933	11.64917	12.67911	13.1179	13.433	13.33352	14.35026	14.90554	15.32759	15.17655	15.33313	15.6103	15.59142	15.27648	15.08215	15.08215	15.27648	15.59142	15.6103	15.33313	15.17655	15.32759	14.90554	14.35026	13.33352	13.433	13.1179	12.67911	11.64917	11.84933	11.59519	11.27392	10.9818	11.26233	10.94507	10.64188	10.22118	9.85437	9.17226	8.34705	7.64521	7.2674	6.43436	5.54957	4.64733	3.88181	3.60689	2.94579	2.48666	2.1181	1.82721	1.81857	1.39246	5.01924
41	3.33446	1.64706	1.92032	1.93034	2.07848	2.2872	2.58535	3.03371	3.75477	4.11814	5.04775	5.53195	6.55833	7.31285	8.13626	8.40965	9.01867	9.41725	10.12702	10.57331	10.95834	10.18711	11.00231	10.53275	10.98864	10.60589	10.80174	10.73952	11.01336	11.26015	12.30779	12.83294	13.91255	14.04719	14.41282	14.80881	14.82564	14.46331	14.13134	14.13134	14.46331	14.82564	14.80881	14.41282	14.04719	13.91255	12.83294	12.30779	11.26015	11.01336	10.73952	10.80174	10.60589	10.98864	10.53275	11.00231	10.18711	10.95834	10.57331	10.12702	9.41725	9.01867	8.40965	8.13626	7.31285	6.55833	5.53195	5.04775	4.11814	3.75477	3.03371	2.58535	2.2872	2.07848	1.93034	1.92032	1.64706	3.33446
42	2.94896	0.99111	1.42572	1.6284	1.98895	2.37491	2.78196	3.13127	3.51173	3.48166	4.53371	4.98953	5.74633	6.67174	7.08404	7.90118	8.66334	8.82745	9.43046	9.16489	9.52518	9.00737	9.73974	9.4145	9.91541	10.03174	10.03205	10.61685	10.65159	10.93475	11.49896	11.59158	12.81982	12.95767	13.23109	13.4396	13.45684	13.28278	13.04382	13.04382	13.28278	13.45684	13.4396	13.23109	12.95767	12.81982	11.59158	11.49896	10.93475	10.65159	10.61685	10.03205	10.03174	9.91541	9.4145	9.73974	9.00737	9.52518	9.16489	9.43046	8.82745	8.66334	7.90118	7.08404	6.67174	5.74633	4.98953	4.53371	3.48166	3.51173	3.13127	2.78196	2.37491	1.98895	1.6284	1.42572	0.99111	2.94896
43	1.77414	1.35125	1.56157	1.64865	1.7831	1.95336	2.18292	2.58067	3.03027	3.32717	4.00295	4.84326	5.44295	6.20537	6.55729	6.91576	7.81663	8.03744	8.14825	8.6284	8.75222	8.44459	8.89731	8.58303	9.01839	8.97503	9.24365	9.05435	9.88169	10.34341	10.70926	11.66585	11.56526	11.83483	12.02688	12.23455	12.26825	12.12796	12.00331	12.00331	12.12796	12.26825	12.23455	12.02688	11.83483	11.56526	11.66585	10.70926	10.34341	9.88169	9.05435	9.24365	8.97503	9.01839	8.58303	8.89731	8.44459	8.75222	8.6284	8.14825	8.03744	7.81663	6.91576	6.55729	6.20537	5.44295	4.84326	4.00295	3.32717	3.03027	2.58067	2.18292	1.95336	1.7831	1.64865	1.56157	1.35125	1.77414
44	2.12699	0.74284	1.08328	1.26027	1.55218	1.86254	2.18714	2.41929	2.67924	2.98166	3.46031	3.86966	4.57959	5.65592	6.11791	6.36335	7.00393	7.48154	8.02646	7.65777	7.59598	7.38441	7.78995	7.79942	8.06374	8.43073	8.31717	8.74226	9.21713	9.56899	10.0551	10.15857	10.30702	10.66614	10.85324	10.9881	11.03299	10.98791	10.89059	10.89059	10.98791	11.03299	10.9881	10.85324	10.66614	10.30702	10.15857	10.0551	9.56899	9.21713	8.74226	8.31717	8.43073	8.06374	7.79942	7.78995	7.38441	7.59598	7.65777	8.02646	7.48154	7.00393	6.36335	6.11791	5.65592	4.57959	3.86966	3.46031	2.98166	2.67924	2.41929	2.18714	1.86254	1.55218	1.26027	1.08328	0.74284	2.12699
45	1.42947	0.97526	1.08085	1.09056	1.15685	1.27373	1.46572	1.88988	2.29776	2.75676	3.1913	3.89767	4.72043	4.87764	4.99908	5.69157	5.69598	6.17341	6.51952	7.12349	7.04079	7.01905	7.59457	7.59716	8.0807	7.61306	7.32205	7.87759	7.67876	8.51861	8.74807	9.31291	8.8712	9.24794	9.39532	9.54506	9.59216	9.5366	9.4834	9.4834	9.5366	9.59216	9.54506	9.39532	9.24794	8.8712	9.31291	8.74807	8.51861	7.67876	7.87759	7.32205	7.61306	8.0807	7.59716	7.59457	7.01905	7.04079	7.12349	6.51952	6.17341	5.69598	5.69157	4.99908	4.87764	4.72043	3.89767	3.1913	2.75676	2.29776	1.88988	1.46572	1.27373	1.15685	1.09056	1.08085	0.97526	1.42947
