7	1706.035	1572.763	1592.01	-1	-1	-1	-1	1369.203	1342.52	-1	-1	-1	-1	-1	-1	-1	1570.215	1495.998	1476.711	1478.587	1499.158	1522.53	1553.991	1586.133	1627.207	1626.268	1655.999	1645.137	1667.903	1660.922	1654.555	1627.894	1648.635	1641.813	1642.643	1645.72	1644.844	1640.01	1637.481	1637.481	1640.01	1644.844	1645.72	1642.643	1641.813	1648.635	1627.894	1654.555	1660.922	1667.903	1645.137	1655.999	1626.268	1627.207	1586.133	1553.991	1522.53	1499.158	1478.587	1476.711	1495.998	1570.215	-1	-1	-1	-1	-1	-1	-1	1342.52	1369.203	-1	-1	-1	-1
8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1790.943	1499.326	1497.649	1479.736	1507.535	1515.8	1553.585	1572.717	1612.193	1624.225	1645.674	1657.02	1672.253	1658.09	1701.158	1680.447	1676.318	1665.256	1727.379	1718.907	1728.514	1739.596	1738.534	1725.156	1713.199	1713.199	1725.156	1738.534	1739.596	1728.514	1718.907	1727.379	1665.256	1676.318	1680.447	1701.158	1658.09	1672.253	1657.02	1645.674	1624.225	1612.193	1572.717	1553.585	1515.8	1507.535	1479.736	1497.649	1499.326	1790.943	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1551.198	1505.028	1497.74	1502.189	1498.137	1513.536	1533.74	1563.188	1582.528	1613.794	1652.849	1681.294	1710.501	1726.71	1738.053	1776.55	1770.307	1757.493	1744.1	1795.711	1778.98	1788.459	1808.062	1805.792	1781.66	1768.078	1768.078	1781.66	1805.792	1808.062	1788.459	1778.98	1795.711	1744.1	1757.493	1770.307	1776.55	1738.053	1726.71	1710.501	1681.294	1652.849	1613.794	1582.528	1563.188	1533.74	1513.536	1498.137	1502.189	1497.74	1505.028	1551.198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1579.18	-1	-1	-1	-1	-1	-1	-1	-1	1510.793	1461.804	1410.246	1448.46	1403.542	1441.18	1466.126	1507.347	1526.946	1548.087	1579.459	1594.298	1621.891	1659.975	1709.898	1747.667	1781.771	1815.859	1879.325	1900.431	1934.16	1864.495	1932.547	1736.553	1779.677	1799.429	1862.389	1868.252	1816.708	1807.834	1807.834	1816.708	1868.252	1862.389	1799.429	1779.677	1736.553	1932.547	1864.495	1934.16	1900.431	1879.325	1815.859	1781.771	1747.667	1709.898	1659.975	1621.891	1594.298	1579.459	1548.087	1526.946	1507.347	1466.126	1441.18	1403.542	1448.46	1410.246	1461.804	1510.793	-1	-1	-1	-1	-1	-1
11	-1	-1	-1	-1	-1	-1	-1	-1	1503.245	1307.527	1398.024	1357.237	1358.795	1416.532	1441.93	1489.952	1520.376	1550.895	1562.865	1601.31	1636.611	1678.584	1730.902	1800.888	1909.453	2037.275	2101.138	2082.454	2137.126	1977.569	1672.739	1952.281	1836.084	1824.858	1857.551	1942.894	1940.576	1852.966	1818.771	1818.771	1852.966	1940.576	1942.894	1857.551	1824.858	1836.084	1952.281	1672.739	1977.569	2137.126	2082.454	2101.138	2037.275	1909.453	1800.888	1730.902	1678.584	1636.611	1601.31	1562.865	1550.895	1520.376	1489.952	1441.93	1416.532	1358.795	1357.237	1398.024	1307.527	1503.245	-1	-1	-1	-1	-1
12	-1	-1	1488.589	-1	-1	-1	-1	-1	1340.302	1293.531	1375.407	1352.912	1380.721	1406.02	1451.271	1481.36	1532.111	1575.724	1588.126	1638.962	1659.838	1752.663	1827.197	2095.28	-1	-1	-1	-1	-1	2048.365	1723.473	2002.894	1887.921	1939.183	1962.336	1993.849	1999.598	1979.997	1969.557	1969.557	1979.997	1999.598	1993.849	1962.336	1939.183	1887.921	2002.894	1723.473	2048.365	-1	-1	-1	-1	-1	2095.28	1827.197	1752.663	1659.838	1638.962	1588.126	1575.724	1532.111	1481.36	1451.271	1406.02	1380.721	1352.912	1375.407	1293.531	1340.302	-1	-1	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1140.757	1317.628	1382.035	1420.163	1461.419	1512.458	1554.886	1592.86	1624.21	1686.233	1747.909	1897.778	-1	-1	-1	-1	-1	-1	1785.557	1796.92	1625.798	1630.084	1846.436	1861.701	1934.875	2024.914	2022.82	1934.267	1868.54	1868.54	1934.267	2022.82	2024.914	1934.875	1861.701	1846.436	1630.084	1625.798	1796.92	1785.557	-1	-1	-1	-1	-1	-1	1897.778	1747.909	1686.233	1624.21	1592.86	1554.886	1512.458	1461.419	1420.163	1382.035	1317.628	1140.757	-1	-1	-1	-1	-1	-1	-1
14	-1	1586.885	1613.328	-1	-1	-1	-1	-1	-1	1155.167	1241.038	1387.168	1400.417	1453.325	1494.294	1536.821	1575.931	1606.306	1618.582	1663.44	1746.252	2045.111	-1	-1	-1	-1	-1	-1	2086.549	-1	1838.718	1850.546	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1850.546	1838.718	-1	2086.549	-1	-1	-1	-1	-1	-1	2045.111	1746.252	1663.44	1618.582	1606.306	1575.931	1536.821	1494.294	1453.325	1400.417	1387.168	1241.038	1155.167	-1	-1	-1	-1	-1	-1
15	1488.087	-1	-1	-1	1423.567	1427.03	1430.603	1011.848	1204.538	1208.216	1299.017	1348.554	1428.213	1487.698	1509.357	1561.898	1616.806	1646.498	1683.453	1782.125	-1	-1	-1	-1	-1	-1	-1	-1	2073.211	2077.075	1789.128	1706.568	1858.883	1784.751	1797.652	1837.924	1827.824	1767.163	1734.512	1734.512	1767.163	1827.824	1837.924	1797.652	1784.751	1858.883	1706.568	1789.128	2077.075	2073.211	-1	-1	-1	-1	-1	-1	-1	-1	1782.125	1683.453	1646.498	1616.806	1561.898	1509.357	1487.698	1428.213	1348.554	1299.017	1208.216	1204.538	1011.848	1430.603	1427.03	1423.567	-1
16	-1	-1	-1	-1	-1	-1	1324.708	1190.278	1149.488	1214.833	1254.751	1339.704	1399.47	1470.093	1520.703	1592.834	1641.446	1676.091	1707.729	1849.736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1456.095	1720.58	1748.008	1769.164	1822.888	1896.966	1897.608	1827.346	1780.22	1780.22	1827.346	1897.608	1896.966	1822.888	1769.164	1748.008	1720.58	1456.095	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1849.736	1707.729	1676.091	1641.446	1592.834	1520.703	1470.093	1399.47	1339.704	1254.751	1214.833	1149.488	1190.278	1324.708	-1	-1	-1
17	-1	-1	1640.078	-1	-1	1484.301	1441.419	1293.014	1165.587	1231.814	1287.658	1396.846	1423.24	1478.237	1540.316	1580.001	1683.5	1755.167	1939.733	-1	-1	-1	-1	-1	-1	-1	1851.645	1972.041	-1	-1	-1	-1	1856.156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1856.156	-1	-1	-1	-1	1972.041	1851.645	-1	-1	-1	-1	-1	-1	-1	1939.733	1755.167	1683.5	1580.001	1540.316	1478.237	1423.24	1396.846	1287.658	1231.814	1165.587	1293.014	1441.419	1484.301	-1	-1
18	1695.958	-1	-1	-1	1358.304	-1	1152.006	1089.744	1144.251	1238.995	1294.465	1424.333	1460.401	1568.531	1574.209	1655.087	1715.895	1887.872	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1907.106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1907.106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1887.872	1715.895	1655.087	1574.209	1568.531	1460.401	1424.333	1294.465	1238.995	1144.251	1089.744	1152.006	-1	1358.304	-1
19	-1	-1	-1	-1	-1	1459.143	1318.525	1315.289	1222.443	1250.083	1282.111	1336.226	1433.573	1543.869	1592.205	1755.524	-1	-1	-1	-1	-1	-1	-1	-1	-1	1795.991	1191.084	1795.801	1884.675	1931.906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1931.906	1884.675	1795.801	1191.084	1795.991	-1	-1	-1	-1	-1	-1	-1	-1	-1	1755.524	1592.205	1543.869	1433.573	1336.226	1282.111	1250.083	1222.443	1315.289	1318.525	1459.143	-1	-1
20	1699.82	1402.946	-1	1483.884	1476.555	1447.137	1409.644	1301.631	1377.325	1341.179	1338.522	1431.926	1501.714	1650.793	1780.17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1507.183	-1	-1	-1	1724.045	1757.636	1977.26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1977.26	1757.636	1724.045	-1	-1	-1	1507.183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1780.17	1650.793	1501.714	1431.926	1338.522	1341.179	1377.325	1301.631	1409.644	1447.137	1476.555	1483.884
21	-1	-1	1633.277	1585.374	1513.755	1399.493	1352.023	1265.858	1328.594	1351.051	1362.652	1529.057	1563.111	1765.025	-1	-1	-1	-1	-1	-1	-1	-1	-1	1871.454	1898.861	-1	1962.521	1844.993	1824.579	-1	1873.771	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1873.771	-1	1824.579	1844.993	1962.521	-1	1898.861	1871.454	-1	-1	-1	-1	-1	-1	-1	-1	-1	1765.025	1563.111	1529.057	1362.652	1351.051	1328.594	1265.858	1352.023	1399.493	1513.755	1585.374
22	-1	-1	-1	-1	1551.272	1326.076	1128.757	1059.483	1137.708	1291.556	1325.019	1476.53	1632.005	-1	-1	-1	-1	-1	-1	-1	-1	-1	1850.071	-1	1632.382	1768.507	1459.25	1636.456	1891.377	-1	1905.456	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1905.456	-1	1891.377	1636.456	1459.25	1768.507	1632.382	-1	1850.071	-1	-1	-1	-1	-1	-1	-1	-1	-1	1632.005	1476.53	1325.019	1291.556	1137.708	1059.483	1128.757	1326.076	1551.272	-1
23	-1	-1	-1	1496.131	1374.892	1202.128	1143.546	1148.268	1304.599	1457.294	1543.97	1701.499	1731.698	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1834.029	1593.805	1749.554	1471.163	1777.946	1361.085	1901.441	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1901.441	1361.085	1777.946	1471.163	1749.554	1593.805	1834.029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1731.698	1701.499	1543.97	1457.294	1304.599	1148.268	1143.546	1202.128	1374.892	1496.131
24	-1	-1	-1	-1	-1	1489.624	1390.252	1214.292	1270.004	1308.703	1341.167	1665.008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1800.169	1595.436	1658.758	1612.054	1391.376	1600.091	1604.285	1719.539	1764.445	1789.319	1801.933	1807.326	1795.457	1795.457	1807.326	1801.933	1789.319	1764.445	1719.539	1604.285	1600.091	1391.376	1612.054	1658.758	1595.436	1800.169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1665.008	1341.167	1308.703	1270.004	1214.292	1390.252	1489.624	-1	-1
25	1684.406	-1	-1	-1	-1	1505.778	1389.008	1367.522	1485.566	1403.396	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1837.684	1490.121	1406.708	1578.906	1520.099	1689.506	1857.865	1834.585	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1834.585	1857.865	1689.506	1520.099	1578.906	1406.708	1490.121	1837.684	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1403.396	1485.566	1367.522	1389.008	1505.778	-1	-1
