lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
-5	1584.645	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-4	1585.519	1355.817	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1318.595	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	583.149	749.057	-1	-1	1249.356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1249.356	-1	-1	749.057	583.149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1318.595	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-3	1345.637	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1120.865	1283.266	1413.579	-1	-1	-1	-1	-1	-1	-1	-1	-1	587.942	1051.536	789.097	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	789.097	1051.536	587.942	-1	-1	-1	-1	-1	-1	-1	-1	-1	1413.579	1283.266	1120.865	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-2	1492.208	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1512.228	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1641.086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1641.086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1512.228	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	1527.251	1504.506	1578.356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1238.968	1098.305	-1	-1	1275.958	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	781.503	1478.466	-1	1569.907	1728.545	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1728.545	1569.907	-1	1478.466	781.503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1275.958	-1	-1	1098.305	1238.968	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0	1528.036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1307.977	1409.459	1359.286	1327.451	1245.586	-1	1390.625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1390.625	-1	1245.586	1327.451	1359.286	1409.459	1307.977	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	1446.327	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1241.138	1031.318	1374.183	621.657	-1	-1	-1	-1	-1	-1	-1	1583.404	1705.61	1653.72	1627.988	1619.297	-1	-1	-1	1682.464	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1682.464	-1	-1	-1	1619.297	1627.988	1653.72	1705.61	1583.404	-1	-1	-1	-1	-1	-1	-1	621.657	1374.183	1031.318	1241.138	-1	-1	-1	-1	-1	-1	-1	-1	-1
