DFB	BB TEMP TRIAUD FE2O3
mm	3 mm central line
	LEAN 300
0	1349.008
1	-1
2	-1
3	-1
4	-1
5	1581.7975
6	1633.898
7	1638.7455
8	1719.1775
9	1774.869
10	1812.271
11	1835.8685
12	1974.777
13	1901.4035
14	-1
15	1750.8375
16	1803.783
17	-1
18	-1
19	-1
20	-1
21	-1
22	-1
23	-1
24	1801.3915
25	-1
