"T","arc_length","Points:0","Points:1","Points:2"
310.52,0.13868,0.14868,0,0
310.52,0.13887,0.14887,0,0
310.51,0.13905,0.14905,0,0
310.51,0.13923,0.14923,0,0
310.51,0.13941,0.14941,0,0
310.51,0.13959,0.14959,0,0
310.51,0.13978,0.14978,0,0
310.51,0.13996,0.14996,0,0
310.51,0.14014,0.15014,0,0
310.51,0.14032,0.15032,0,0
310.5,0.1405,0.1505,0,0
310.5,0.14069,0.15069,0,0
310.5,0.14087,0.15087,0,0
310.5,0.14105,0.15105,0,0
310.5,0.14123,0.15123,0,0
310.5,0.14141,0.15141,0,0
310.5,0.1416,0.1516,0,0
310.5,0.14178,0.15178,0,0
310.49,0.14196,0.15196,0,0
310.49,0.14214,0.15214,0,0
310.49,0.14232,0.15232,0,0
310.49,0.14251,0.15251,0,0
310.49,0.14269,0.15269,0,0
310.49,0.14287,0.15287,0,0
310.49,0.14305,0.15305,0,0
310.49,0.14323,0.15323,0,0
310.49,0.14342,0.15342,0,0
310.48,0.1436,0.1536,0,0
310.48,0.14378,0.15378,0,0
310.48,0.14396,0.15396,0,0
310.48,0.14414,0.15414,0,0
310.48,0.14433,0.15433,0,0
310.48,0.14451,0.15451,0,0
310.48,0.14469,0.15469,0,0
310.48,0.14487,0.15487,0,0
310.47,0.14505,0.15505,0,0
310.47,0.14524,0.15524,0,0
310.47,0.14542,0.15542,0,0
310.47,0.1456,0.1556,0,0
310.47,0.14578,0.15578,0,0
310.47,0.14596,0.15596,0,0
310.47,0.14615,0.15615,0,0
310.47,0.14633,0.15633,0,0
310.47,0.14651,0.15651,0,0
310.46,0.14669,0.15669,0,0
310.46,0.14687,0.15687,0,0
310.46,0.14706,0.15706,0,0
310.46,0.14724,0.15724,0,0
310.46,0.14742,0.15742,0,0
310.46,0.1476,0.1576,0,0
310.46,0.14778,0.15778,0,0
310.46,0.14797,0.15797,0,0
310.46,0.14815,0.15815,0,0
310.46,0.14833,0.15833,0,0
310.45,0.14851,0.15851,0,0
310.45,0.14869,0.15869,0,0
310.45,0.14888,0.15888,0,0
310.45,0.14906,0.15906,0,0
310.45,0.14924,0.15924,0,0
310.45,0.14942,0.15942,0,0
310.45,0.1496,0.1596,0,0
310.45,0.14979,0.15979,0,0
310.45,0.14997,0.15997,0,0
310.44,0.15015,0.16015,0,0
310.44,0.15033,0.16033,0,0
310.44,0.15051,0.16051,0,0
310.44,0.1507,0.1607,0,0
310.44,0.15088,0.16088,0,0
310.44,0.15106,0.16106,0,0
310.44,0.15124,0.16124,0,0
310.44,0.15142,0.16142,0,0
310.44,0.15161,0.16161,0,0
310.44,0.15179,0.16179,0,0
310.43,0.15197,0.16197,0,0
310.43,0.15215,0.16215,0,0
310.43,0.15233,0.16233,0,0
310.43,0.15252,0.16252,0,0
310.43,0.1527,0.1627,0,0
310.43,0.15288,0.16288,0,0
310.43,0.15306,0.16306,0,0
310.43,0.15324,0.16324,0,0
310.43,0.15343,0.16343,0,0
310.43,0.15361,0.16361,0,0
310.43,0.15379,0.16379,0,0
310.42,0.15397,0.16397,0,0
310.42,0.15415,0.16415,0,0
310.42,0.15434,0.16434,0,0
310.42,0.15452,0.16452,0,0
310.42,0.1547,0.1647,0,0
310.42,0.15488,0.16488,0,0
310.42,0.15506,0.16506,0,0
310.42,0.15525,0.16525,0,0
310.42,0.15543,0.16543,0,0
310.42,0.15561,0.16561,0,0
310.42,0.15579,0.16579,0,0
310.41,0.15597,0.16597,0,0
310.41,0.15616,0.16616,0,0
310.41,0.15634,0.16634,0,0
310.41,0.15652,0.16652,0,0
310.41,0.1567,0.1667,0,0
310.41,0.15688,0.16688,0,0
310.41,0.15707,0.16707,0,0
310.41,0.15725,0.16725,0,0
310.41,0.15743,0.16743,0,0
310.41,0.15761,0.16761,0,0
310.41,0.15779,0.16779,0,0
310.4,0.15798,0.16798,0,0
310.4,0.15816,0.16816,0,0
310.4,0.15834,0.16834,0,0
310.4,0.15852,0.16852,0,0
310.4,0.1587,0.1687,0,0
310.4,0.15889,0.16889,0,0
310.4,0.15907,0.16907,0,0
310.4,0.15925,0.16925,0,0
310.4,0.15943,0.16943,0,0
310.4,0.15961,0.16961,0,0
310.4,0.1598,0.1698,0,0
310.4,0.15998,0.16998,0,0
310.4,0.16016,0.17016,0,0
310.39,0.16034,0.17034,0,0
310.39,0.16052,0.17052,0,0
310.39,0.16071,0.17071,0,0
310.39,0.16089,0.17089,0,0
310.39,0.16107,0.17107,0,0
310.39,0.16125,0.17125,0,0
310.39,0.16143,0.17143,0,0
310.39,0.16162,0.17162,0,0
310.39,0.1618,0.1718,0,0
310.39,0.16198,0.17198,0,0
310.39,0.16216,0.17216,0,0
310.39,0.16234,0.17234,0,0
310.39,0.16253,0.17253,0,0
310.38,0.16271,0.17271,0,0
310.38,0.16289,0.17289,0,0
310.38,0.16307,0.17307,0,0
310.38,0.16325,0.17325,0,0
310.38,0.16344,0.17344,0,0
310.38,0.16362,0.17362,0,0
310.38,0.1638,0.1738,0,0
310.38,0.16398,0.17398,0,0
310.38,0.16416,0.17416,0,0
310.38,0.16435,0.17435,0,0
310.38,0.16453,0.17453,0,0
310.38,0.16471,0.17471,0,0
310.38,0.16489,0.17489,0,0
310.38,0.16507,0.17507,0,0
310.38,0.16526,0.17526,0,0
310.37,0.16544,0.17544,0,0
310.37,0.16562,0.17562,0,0
310.37,0.1658,0.1758,0,0
310.37,0.16598,0.17598,0,0
310.37,0.16617,0.17617,0,0
310.37,0.16635,0.17635,0,0
310.37,0.16653,0.17653,0,0
310.37,0.16671,0.17671,0,0
310.37,0.16689,0.17689,0,0
310.37,0.16708,0.17708,0,0
310.37,0.16726,0.17726,0,0
310.37,0.16744,0.17744,0,0
310.37,0.16762,0.17762,0,0
310.37,0.1678,0.1778,0,0
310.37,0.16799,0.17799,0,0
310.37,0.16817,0.17817,0,0
310.36,0.16835,0.17835,0,0
310.36,0.16853,0.17853,0,0
310.36,0.16871,0.17871,0,0
310.36,0.1689,0.1789,0,0
310.36,0.16908,0.17908,0,0
310.36,0.16926,0.17926,0,0
310.36,0.16944,0.17944,0,0
310.36,0.16962,0.17962,0,0
310.36,0.16981,0.17981,0,0
310.36,0.16999,0.17999,0,0
310.36,0.17017,0.18017,0,0
310.36,0.17035,0.18035,0,0
310.36,0.17053,0.18053,0,0
310.36,0.17072,0.18072,0,0
310.36,0.1709,0.1809,0,0
310.36,0.17108,0.18108,0,0
310.36,0.17126,0.18126,0,0
310.36,0.17144,0.18144,0,0
310.36,0.17163,0.18163,0,0
310.35,0.17181,0.18181,0,0
310.35,0.17199,0.18199,0,0
310.35,0.17217,0.18217,0,0
310.35,0.17235,0.18235,0,0
310.35,0.17254,0.18254,0,0
310.35,0.17272,0.18272,0,0
310.35,0.1729,0.1829,0,0
310.35,0.17308,0.18308,0,0
310.35,0.17326,0.18326,0,0
310.35,0.17345,0.18345,0,0
310.35,0.17363,0.18363,0,0
310.35,0.17381,0.18381,0,0
310.35,0.17399,0.18399,0,0
310.35,0.17417,0.18417,0,0
310.35,0.17436,0.18436,0,0
310.35,0.17454,0.18454,0,0
310.35,0.17472,0.18472,0,0
310.35,0.1749,0.1849,0,0
310.35,0.17508,0.18508,0,0
310.35,0.17527,0.18527,0,0
310.35,0.17545,0.18545,0,0
310.35,0.17563,0.18563,0,0
310.35,0.17581,0.18581,0,0
310.35,0.17599,0.18599,0,0
310.35,0.17618,0.18618,0,0
310.35,0.17636,0.18636,0,0
310.35,0.17654,0.18654,0,0
310.34,0.17672,0.18672,0,0
310.34,0.1769,0.1869,0,0
310.34,0.17709,0.18709,0,0
310.34,0.17727,0.18727,0,0
310.34,0.17745,0.18745,0,0
310.34,0.17763,0.18763,0,0
310.34,0.17781,0.18781,0,0
310.34,0.178,0.188,0,0
310.34,0.17818,0.18818,0,0
310.34,0.17836,0.18836,0,0
310.34,0.17854,0.18854,0,0
310.34,0.17872,0.18872,0,0
310.34,0.17891,0.18891,0,0
310.34,0.17909,0.18909,0,0
310.34,0.17927,0.18927,0,0
310.34,0.17945,0.18945,0,0
310.34,0.17963,0.18963,0,0
310.34,0.17982,0.18982,0,0
310.34,0.18,0.19,0,0
310.34,0.18018,0.19018,0,0
310.34,0.18036,0.19036,0,0
310.34,0.18054,0.19054,0,0
310.34,0.18073,0.19073,0,0
310.34,0.18091,0.19091,0,0
310.34,0.18109,0.19109,0,0
310.34,0.18127,0.19127,0,0
310.34,0.18145,0.19145,0,0
310.34,0.18164,0.19164,0,0
310.34,0.18182,0.19182,0,0
310.34,0.182,0.192,0,0
