lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1457.062	1540.084	1625.752	1715.179	1803.075	1881.247	1957.305	2018.84	2082.827	2136.056	2200.257	2260.713	2334.016	2425.208	2545.977	2775.731	3204.848	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3204.848	2775.731	2545.977	2425.208	2334.016	2260.713	2200.257	2136.056	2082.827	2018.84	1957.305	1881.247	1803.075	1715.179	1625.752	1540.084	1457.062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1521.982	1608.212	1695.083	1780.219	1860.599	1930.005	2001.838	2066.753	2134.832	2196.956	2281.113	2367.268	2509.667	2712.003	3226.689	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3226.689	2712.003	2509.667	2367.268	2281.113	2196.956	2134.832	2066.753	2001.838	1930.005	1860.599	1780.219	1695.083	1608.212	1521.982	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1498.402	1568.746	1660.705	1748.988	1825.154	1904.98	1969.723	2035.87	2101.355	2182.169	2263.225	2360.412	2551.531	2907.449	-1	-1	-1	-1	-1	-1	-1	1177.042	1177.05	1177.051	1177.045	-1	-1	1177.045	1177.051	1177.05	1177.042	-1	-1	-1	-1	-1	-1	-1	2907.449	2551.531	2360.412	2263.225	2182.169	2101.355	2035.87	1969.723	1904.98	1825.154	1748.988	1660.705	1568.746	1498.402	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1490.714	1549.982	1630.815	1705.398	1784.011	1858.411	1928.34	1990.735	2055.956	2131.054	2215.454	2333.59	2530.421	2989.208	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2989.208	2530.421	2333.59	2215.454	2131.054	2055.956	1990.735	1928.34	1858.411	1784.011	1705.398	1630.815	1549.982	1490.714	-1	-1	-1	-1	-1	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1535.476	1593.05	1666.173	1739.469	1808.576	1875.545	1938.717	2009.201	2072.978	2150.139	2269.297	2438.6	2872.679	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2872.679	2438.6	2269.297	2150.139	2072.978	2009.201	1938.717	1875.545	1808.576	1739.469	1666.173	1593.05	1535.476	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1497.958	1557.099	1623.049	1694.355	1761.069	1829.253	1887.759	1944.683	2004.667	2064.167	2159.191	2314.43	2715.241	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2715.241	2314.43	2159.191	2064.167	2004.667	1944.683	1887.759	1829.253	1761.069	1694.355	1623.049	1557.099	1497.958	-1	-1	-1	-1	-1	-1	-1	-1
18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1517.098	1582.126	1642.578	1705.924	1772.785	1835.573	1886.08	1939.354	2010.393	2083.347	2201.923	2480.485	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2480.485	2201.923	2083.347	2010.393	1939.354	1886.08	1835.573	1772.785	1705.924	1642.578	1582.126	1517.098	-1	-1	-1	-1	-1	-1	-1	-1
19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1530.978	1587.307	1651.69	1711.584	1772.259	1833.583	1881.318	1940.446	1997.105	2072.512	2259.386	2936.303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2936.303	2259.386	2072.512	1997.105	1940.446	1881.318	1833.583	1772.259	1711.584	1651.69	1587.307	1530.978	-1	-1	-1	-1	-1	-1	-1	-1
20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1547.687	1605.362	1662.269	1710.507	1766.264	1817.484	1869.528	1918.143	1960.601	2050.107	2410.465	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2410.465	2050.107	1960.601	1918.143	1869.528	1817.484	1766.264	1710.507	1662.269	1605.362	1547.687	-1	-1	-1	-1	-1	-1	-1	-1
21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1494.861	1553.371	1606.638	1662.396	1707.942	1764.936	1807.782	1867.053	1910.238	1972.456	2072.27	2800.539	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2800.539	2072.27	1972.456	1910.238	1867.053	1807.782	1764.936	1707.942	1662.396	1606.638	1553.371	1494.861	-1	-1	-1	-1	-1	-1	-1
