lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
12	-1	-1	2333.703	2040.24	1308.967	1106.07	1204.136	1355.876	1469.616	1550.911	1636.64	1718.676	1805.225	1873.545	1954.449	2027.706	2084.273	2201.339	2339.085	2603.638	3019.174	-1	-1	-1	-1	-1	-1	-1	2974.393	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2974.393	-1	-1	-1	-1	-1	-1	-1	3019.174	2603.638	2339.085	2201.339	2084.273	2027.706	1954.449	1873.545	1805.225	1718.676	1636.64	1550.911	1469.616	1355.876	1204.136	1106.07	1308.967	2040.24
13	-1	2232.908	1838.064	1473.906	1310.904	1294.283	1343.306	1415.762	1524.807	1608.521	1673.381	1757.701	1809.967	1878.692	1930.079	2005.563	2096.224	2225.645	2415.255	2767.407	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2767.407	2415.255	2225.645	2096.224	2005.563	1930.079	1878.692	1809.967	1757.701	1673.381	1608.521	1524.807	1415.762	1343.306	1294.283	1310.904	1473.906
14	-1	-1	2060.333	1508.885	1288.325	1271.226	1316.286	1422.338	1514.739	1599.179	1646.101	1737.094	1804.352	1854.108	1903.279	1991.559	2064.213	2217.504	2531.742	-1	-1	-1	-1	-1	2771.687	-1	2709.074	-1	2875.531	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2875.531	-1	2709.074	-1	2771.687	-1	-1	-1	-1	-1	2531.742	2217.504	2064.213	1991.559	1903.279	1854.108	1804.352	1737.094	1646.101	1599.179	1514.739	1422.338	1316.286	1271.226	1288.325	1508.885
15	1747.235	-1	1958.347	1434.325	1334.012	1331.968	1368.375	1458.694	1532.445	1600.64	1648.545	1702.507	1767.195	1823.464	1907.86	1976.28	2069.574	2373.677	-1	-1	-1	-1	-1	2794.251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2794.251	-1	-1	-1	-1	-1	2373.677	2069.574	1976.28	1907.86	1823.464	1767.195	1702.507	1648.545	1600.64	1532.445	1458.694	1368.375	1331.968	1334.012	1434.325
16	-1	2006.999	1459.124	1308.053	1326.394	1356.429	1396.368	1478.932	1557.692	1622.361	1660.133	1726.911	1782.163	1832.066	1864.98	1948.986	1999.077	2070.864	-1	-1	-1	-1	-1	-1	2624.903	-1	2632.704	2775.999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2775.999	2632.704	-1	2624.903	-1	-1	-1	-1	-1	-1	2070.864	1999.077	1948.986	1864.98	1832.066	1782.163	1726.911	1660.133	1622.361	1557.692	1478.932	1396.368	1356.429	1326.394	1308.053
17	-1	2175.284	1602.933	1353.212	1309.564	1317.877	1345.076	1425.717	1506.299	1561.879	1644.009	1693.365	1743.87	1779.949	1863.664	1991.492	2148.544	2328.277	-1	-1	-1	-1	-1	2704.201	2695.167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2695.167	2704.201	-1	-1	-1	-1	-1	2328.277	2148.544	1991.492	1863.664	1779.949	1743.87	1693.365	1644.009	1561.879	1506.299	1425.717	1345.076	1317.877	1309.564	1353.212
18	-1	1627.441	1413.042	1389.474	1409.078	1423.879	1445.521	1455.268	1540.137	1584.638	1587.507	1659.418	1681.456	1734.478	1810.232	1822.898	1976.112	-1	2528.802	-1	2461.726	-1	2625.551	-1	2547.779	2384.586	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2384.586	2547.779	-1	2625.551	-1	2461.726	-1	2528.802	-1	1976.112	1822.898	1810.232	1734.478	1681.456	1659.418	1587.507	1584.638	1540.137	1455.268	1445.521	1423.879	1409.078	1389.474
19	-1	1845.552	1388.016	1361.032	1369.892	1387.086	1409.146	1462.121	1511.372	1532.39	1614.035	1645.958	1664.35	1694.108	1727.917	1822.39	1918.428	2056.051	2412.578	2407.785	2433.865	2541.075	2560.518	2622.351	2675.981	2723.682	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2723.682	2675.981	2622.351	2560.518	2541.075	2433.865	2407.785	2412.578	2056.051	1918.428	1822.39	1727.917	1694.108	1664.35	1645.958	1614.035	1532.39	1511.372	1462.121	1409.146	1387.086	1369.892	1361.032
20	-1	-1	1712.04	1474.759	1373.112	1346.104	1347.778	1422.246	1493.312	1526.801	1573.681	1591.883	1662.089	1708.719	1806.451	1794.761	1539.487	2154.9	2144.989	2461.222	2072.142	2019.763	2091.242	2115.541	2224.824	2510.446	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2510.446	2224.824	2115.541	2091.242	2019.763	2072.142	2461.222	2144.989	2154.9	1539.487	1794.761	1806.451	1708.719	1662.089	1591.883	1573.681	1526.801	1493.312	1422.246	1347.778	1346.104	1373.112	1474.759
21	-1	1785.421	1564.937	1409.772	1326.971	1294.437	1291.924	1373.462	1433.902	1488.027	1531.974	1599.556	1642.318	1686.443	1831.742	1958.264	2305.572	1996.052	2042.873	2119.129	-1	2402.352	2309.059	2285.349	2373.378	2457.244	2446.309	2587.693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2587.693	2446.309	2457.244	2373.378	2285.349	2309.059	2402.352	-1	2119.129	2042.873	1996.052	2305.572	1958.264	1831.742	1686.443	1642.318	1599.556	1531.974	1488.027	1433.902	1373.462	1291.924	1294.437	1326.971	1409.772
22	-1	1641.355	1469.136	1418.673	1394.968	1384.163	1382.032	1384.847	1450.605	1438.228	1438.099	1477.386	1569.126	1613.531	1497.499	1663.532	1620.261	1917.495	2253.444	2180.501	2123.291	2022.711	2216.367	2277.664	2259.006	2676.501	2528.186	2407.691	2401.463	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2401.463	2407.691	2528.186	2676.501	2259.006	2277.664	2216.367	2022.711	2123.291	2180.501	2253.444	1917.495	1620.261	1663.532	1497.499	1613.531	1569.126	1477.386	1438.099	1438.228	1450.605	1384.847	1382.032	1384.163	1394.968	1418.673
23	-1	1696.827	1450.145	1396.628	1370.158	1358.544	1362.493	1366.188	1449.853	1495.814	1460.071	1544.081	1479.603	1569.512	1472.379	1618.569	1283.199	1335.432	1750.994	1435.285	1899.99	1802.497	1913.977	2402.107	2372.939	2507.751	2297.07	2239.017	2300.786	-1	2676.806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2676.806	-1	2300.786	2239.017	2297.07	2507.751	2372.939	2402.107	1913.977	1802.497	1899.99	1435.285	1750.994	1335.432	1283.199	1618.569	1472.379	1569.512	1479.603	1544.081	1460.071	1495.814	1449.853	1366.188	1362.493	1358.544	1370.158	1396.628
24	-1	1599.361	1442.834	1367.754	1320.368	1300.63	1302.652	1390.888	1441.267	1555.053	1471.713	1523.067	1517.198	1551.549	1318.887	1581.078	1277.314	1365.256	1489.357	1629.204	2000.893	2201.935	2008.873	2089.433	2240.766	2089.749	2100.508	2178.914	1980.071	2228.062	2676.125	2658.309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2658.309	2676.125	2228.062	1980.071	2178.914	2100.508	2089.749	2240.766	2089.433	2008.873	2201.935	2000.893	1629.204	1489.357	1365.256	1277.314	1581.078	1318.887	1551.549	1517.198	1523.067	1471.713	1555.053	1441.267	1390.888	1302.652	1300.63	1320.368	1367.754
25	-1	2011.2	1646.322	1454.356	1352.675	1327.807	1323.189	1416.587	1421.336	1421.64	1352.614	1472.36	1448.104	1393.659	1280.203	1236.133	1231.791	1193.243	1627.885	1798.778	2288.762	2109.669	-1	2207.814	2458.445	2383.298	2238.085	2068.047	2053.308	2282.777	2564.625	2494.084	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2494.084	2564.625	2282.777	2053.308	2068.047	2238.085	2383.298	2458.445	2207.814	-1	2109.669	2288.762	1798.778	1627.885	1193.243	1231.791	1236.133	1280.203	1393.659	1448.104	1472.36	1352.614	1421.64	1421.336	1416.587	1323.189	1327.807	1352.675	1454.356
