DFB	BB TEMP TRIAUD FE3O4
mm	3 mm central line
	LEAN 200
-3	-1
-2	2176.7155
-1	-1
0	-1
1	-1
2	-1
3	-1
4	-1
5	-1
6	2573.2175
7	2660.009
8	2474.376
9	3057.965
10	2959.855
11	-1
12	-1
13	-1
14	-1
15	-1
16	-1
17	-1
18	-1
19	-1
20	-1
21	-1
22	-1
