lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1330.458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	754.102	634.632	878.47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	878.47	634.632	754.102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1330.458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1127.354	1393.515	-1	1432.576	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1432.576	-1	1393.515	1127.354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1452.286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1452.286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-2	2030.976	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1434.895	1490.228	1283.462	1285.996	1344.511	1350.42	1626.146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	473.026	415.902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	415.902	473.026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1626.146	1350.42	1344.511	1285.996	1283.462	1490.228	1434.895	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1560.64	1553.359	1457.374	1156.201	1268.129	1413.03	1335.602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1335.602	1413.03	1268.129	1156.201	1457.374	1553.359	1560.64	-1	-1	-1	-1	-1	-1	-1	-1
0	2111.015	-1	-1	-1	-1	-1	-1	-1	-1	-1	1463.857	1073.844	1040.19	1002.884	1011.826	1075.158	923.995	963.802	958.32	1029.979	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1029.979	958.32	963.802	923.995	1075.158	1011.826	1002.884	1040.19	1073.844	1463.857	-1	-1	-1	-1	-1	-1	-1
1	-1	1596.122	1615.309	-1	-1	-1	-1	-1	-1	-1	856.252	831.123	986.898	879.278	904.379	864.081	898.901	829.376	823.353	766.544	804.141	476.934	537.25	-1	-1	-1	-1	427.081	1882.782	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1882.782	427.081	-1	-1	-1	-1	537.25	476.934	804.141	766.544	823.353	829.376	898.901	864.081	904.379	879.278	986.898	831.123	856.252	-1	-1	-1	-1	-1	-1	-1
